,发车号,if_loaded,SKU长度,SKU宽度,SKU高度,load_parameter,车辆总容积(m3)
47,3,0,32,5,15,0.9200000000000003,45000
48,3,0,19,14,9,0.9200000000000003,45000
49,3,0,27,6,18,0.9200000000000003,45000
50,3,0,27,6,18,0.9200000000000003,45000
51,3,0,29,6,10,0.9200000000000003,45000
52,3,0,19,14,9,0.9200000000000003,45000
53,4,0,15,13,9,0.7500000000000001,45000
54,4,0,30,10,14,0.7500000000000001,45000
55,4,0,16,13,17,0.7500000000000001,45000
56,4,0,30,12,15,0.7500000000000001,45000
57,4,0,21,14,7,0.7500000000000001,45000
58,4,0,21,14,7,0.7500000000000001,45000
59,4,0,31,15,10,0.7500000000000001,45000
60,4,0,23,14,11,0.7500000000000001,45000
61,4,0,28,7,18,0.7500000000000001,45000
62,4,0,12,9,6,0.7500000000000001,45000
63,5,0,31,10,8,0.7600000000000001,45000
64,5,0,33,12,8,0.7600000000000001,45000
65,5,0,23,15,14,0.7600000000000001,45000
66,5,0,20,11,13,0.7600000000000001,45000
67,5,0,36,8,15,0.7600000000000001,45000
68,5,0,36,5,6,0.7600000000000001,45000
69,5,0,14,15,6,0.7600000000000001,45000
70,5,0,31,14,14,0.7600000000000001,45000
71,5,0,13,6,17,0.7600000000000001,45000
72,5,0,31,14,14,0.7600000000000001,45000
73,6,0,14,12,7,0.68,45000
74,6,0,16,13,14,0.68,45000
75,6,0,16,10,12,0.68,45000
76,6,0,13,13,10,0.68,45000
77,6,0,18,5,18,0.68,45000
78,6,0,25,8,12,0.68,45000
79,6,0,31,15,17,0.68,45000
80,6,0,34,13,14,0.68,45000
81,6,0,12,11,8,0.68,45000
82,7,0,36,15,12,0.7000000000000001,45000
83,7,0,16,6,13,0.7000000000000001,45000
84,7,0,12,9,8,0.7000000000000001,45000
85,7,0,15,11,8,0.7000000000000001,45000
86,7,0,21,7,15,0.7000000000000001,45000
87,7,0,16,6,13,0.7000000000000001,45000
88,7,0,15,11,8,0.7000000000000001,45000
89,7,0,30,12,8,0.7000000000000001,45000
90,7,0,12,9,8,0.7000000000000001,45000
91,7,0,15,10,17,0.7000000000000001,45000
92,7,0,16,6,13,0.7000000000000001,45000
93,7,0,12,9,8,0.7000000000000001,45000
94,7,0,35,11,6,0.7000000000000001,45000
95,7,0,20,5,15,0.7000000000000001,45000
96,7,0,16,6,13,0.7000000000000001,45000
97,7,0,18,10,9,0.7000000000000001,45000
98,8,0,22,14,15,0.62,45000
99,8,0,36,10,6,0.62,45000
100,8,0,15,8,17,0.62,45000
101,8,0,18,14,6,0.62,45000
102,8,0,22,14,15,0.62,45000
103,8,0,18,14,6,0.62,45000
104,8,0,35,11,11,0.62,45000
105,8,0,21,13,12,0.62,45000
106,8,0,30,14,9,0.62,45000
107,9,0,25,13,13,0.62,45000
108,9,0,24,6,16,0.62,45000
109,9,0,16,11,6,0.62,45000
110,9,0,17,5,14,0.62,45000
111,9,0,29,11,6,0.62,45000
112,9,0,22,15,17,0.62,45000
113,9,0,34,9,9,0.62,45000
114,9,0,17,14,17,0.62,45000
115,9,0,17,5,18,0.62,45000
116,9,0,16,11,6,0.62,45000
117,10,0,12,13,13,0.8100000000000002,45000
118,10,0,15,12,11,0.8100000000000002,45000
119,10,0,19,9,17,0.8100000000000002,45000
120,10,0,35,15,13,0.8100000000000002,45000
121,10,0,35,15,13,0.8100000000000002,45000
122,10,0,27,14,18,0.8100000000000002,45000
123,10,0,12,9,6,0.8100000000000002,45000
124,10,0,20,5,14,0.8100000000000002,45000
125,10,0,13,14,8,0.8100000000000002,45000
126,10,0,19,9,17,0.8100000000000002,45000
127,10,0,24,7,11,0.8100000000000002,45000
128,11,0,24,15,9,0.9700000000000003,45000
129,11,0,27,8,11,0.9700000000000003,45000
130,11,0,19,10,11,0.9700000000000003,45000
131,11,0,23,5,18,0.9700000000000003,45000
132,11,0,16,14,15,0.9700000000000003,45000
133,11,0,24,15,9,0.9700000000000003,45000
134,11,0,15,15,8,0.9700000000000003,45000
135,11,0,27,11,12,0.9700000000000003,45000
136,11,0,24,15,9,0.9700000000000003,45000
137,11,0,29,9,15,0.9700000000000003,45000
138,11,0,27,8,11,0.9700000000000003,45000
139,11,0,23,5,18,0.9700000000000003,45000
140,11,0,29,12,14,0.9700000000000003,45000
141,11,0,27,11,12,0.9700000000000003,45000
142,12,0,20,5,17,0.7800000000000001,45000
143,12,0,27,15,15,0.7800000000000001,45000
144,12,0,30,5,14,0.7800000000000001,45000
145,12,0,30,5,14,0.7800000000000001,45000
146,12,0,16,13,18,0.7800000000000001,45000
147,12,0,26,15,13,0.7800000000000001,45000
148,12,0,35,13,15,0.7800000000000001,45000
149,12,0,32,8,15,0.7800000000000001,45000
150,13,0,12,9,6,0.7600000000000001,45000
151,13,0,13,15,8,0.7600000000000001,45000
152,13,0,28,7,18,0.7600000000000001,45000
153,13,0,12,9,6,0.7600000000000001,45000
154,13,0,25,13,14,0.7600000000000001,45000
155,13,0,25,13,14,0.7600000000000001,45000
156,13,0,16,5,6,0.7600000000000001,45000
157,13,0,15,11,17,0.7600000000000001,45000
158,13,0,13,15,8,0.7600000000000001,45000
159,13,0,13,13,10,0.7600000000000001,45000
160,13,0,35,7,17,0.7600000000000001,45000
161,13,0,31,11,17,0.7600000000000001,45000
162,13,0,16,5,6,0.7600000000000001,45000
163,14,0,24,12,7,0.7300000000000001,45000
164,14,0,15,10,17,0.7300000000000001,45000
165,14,0,15,5,10,0.7300000000000001,45000
166,14,0,23,9,10,0.7300000000000001,45000
167,14,0,36,9,8,0.7300000000000001,45000
168,14,0,15,10,17,0.7300000000000001,45000
169,14,0,36,6,12,0.7300000000000001,45000
170,14,0,23,9,10,0.7300000000000001,45000
171,14,0,29,15,11,0.7300000000000001,45000
172,14,0,20,7,13,0.7300000000000001,45000
173,14,0,20,7,13,0.7300000000000001,45000
174,14,0,22,5,11,0.7300000000000001,45000
175,14,0,22,12,15,0.7300000000000001,45000
176,14,0,22,5,11,0.7300000000000001,45000
177,15,0,32,8,8,0.8200000000000002,45000
178,15,0,22,12,10,0.8200000000000002,45000
179,15,0,30,10,13,0.8200000000000002,45000
180,15,0,34,5,15,0.8200000000000002,45000
181,15,0,35,8,14,0.8200000000000002,45000
182,15,0,34,8,7,0.8200000000000002,45000
183,15,0,32,5,16,0.8200000000000002,45000
184,15,0,30,10,13,0.8200000000000002,45000
185,15,0,24,8,16,0.8200000000000002,45000
186,15,0,32,8,8,0.8200000000000002,45000
187,15,0,35,14,8,0.8200000000000002,45000
188,15,0,35,8,14,0.8200000000000002,45000
189,16,0,12,11,16,0.8700000000000002,45000
190,16,0,34,5,18,0.8700000000000002,45000
191,16,0,20,7,7,0.8700000000000002,45000
192,16,0,34,14,11,0.8700000000000002,45000
193,16,0,34,15,11,0.8700000000000002,45000
194,16,0,35,5,14,0.8700000000000002,45000
195,16,0,36,5,13,0.8700000000000002,45000
196,16,0,20,9,15,0.8700000000000002,45000
197,16,0,12,11,16,0.8700000000000002,45000
198,16,0,34,14,11,0.8700000000000002,45000
199,16,0,24,13,8,0.8700000000000002,45000
200,16,0,20,7,7,0.8700000000000002,45000
201,16,0,19,9,11,0.8700000000000002,45000
202,16,0,20,7,10,0.8700000000000002,45000
203,17,0,12,11,7,0.6,45000
204,17,0,12,11,7,0.6,45000
205,17,0,19,13,15,0.6,45000
206,17,0,31,11,13,0.6,45000
207,17,0,36,14,16,0.6,45000
208,17,0,36,8,12,0.6,45000
209,17,0,14,12,6,0.6,45000
210,18,0,34,8,10,0.8800000000000002,45000
211,18,0,28,14,16,0.8800000000000002,45000
212,18,0,14,6,18,0.8800000000000002,45000
213,18,0,33,9,15,0.8800000000000002,45000
214,18,0,12,13,16,0.8800000000000002,45000
215,18,0,25,15,16,0.8800000000000002,45000
216,18,0,30,11,18,0.8800000000000002,45000
217,18,0,27,9,8,0.8800000000000002,45000
218,18,0,33,10,9,0.8800000000000002,45000
219,18,0,21,10,10,0.8800000000000002,45000
220,18,0,20,8,18,0.8800000000000002,45000
221,19,0,31,15,16,0.9900000000000003,45000
222,19,0,19,5,18,0.9900000000000003,45000
223,19,0,12,8,14,0.9900000000000003,45000
224,19,0,20,15,9,0.9900000000000003,45000
225,19,0,20,15,9,0.9900000000000003,45000
226,19,0,14,12,14,0.9900000000000003,45000
227,19,0,16,11,17,0.9900000000000003,45000
228,19,0,14,12,14,0.9900000000000003,45000
229,19,0,34,12,13,0.9900000000000003,45000
230,19,0,31,11,16,0.9900000000000003,45000
231,19,0,34,12,13,0.9900000000000003,45000
232,20,0,26,13,6,0.8900000000000002,45000
233,20,0,23,13,11,0.8900000000000002,45000
234,20,0,25,10,15,0.8900000000000002,45000
235,20,0,25,10,15,0.8900000000000002,45000
236,20,0,25,10,15,0.8900000000000002,45000
237,20,0,23,13,11,0.8900000000000002,45000
238,20,0,18,9,7,0.8900000000000002,45000
239,20,0,17,15,8,0.8900000000000002,45000
240,20,0,26,13,6,0.8900000000000002,45000
241,20,0,27,10,7,0.8900000000000002,45000
242,20,0,27,7,6,0.8900000000000002,45000
243,20,0,26,6,13,0.8900000000000002,45000
244,20,0,14,10,8,0.8900000000000002,45000
245,20,0,22,6,7,0.8900000000000002,45000
246,20,0,25,10,15,0.8900000000000002,45000
247,20,0,26,6,13,0.8900000000000002,45000
248,20,0,14,10,8,0.8900000000000002,45000
249,21,0,14,7,11,0.8300000000000002,45000
250,21,0,35,8,7,0.8300000000000002,45000
251,21,0,23,7,17,0.8300000000000002,45000
252,21,0,35,8,7,0.8300000000000002,45000
253,21,0,20,12,15,0.8300000000000002,45000
254,21,0,27,12,10,0.8300000000000002,45000
255,21,0,23,7,17,0.8300000000000002,45000
256,21,0,34,13,7,0.8300000000000002,45000
257,21,0,21,6,9,0.8300000000000002,45000
258,21,0,30,13,14,0.8300000000000002,45000
259,21,0,12,8,18,0.8300000000000002,45000
260,21,0,29,7,6,0.8300000000000002,45000
261,21,0,34,13,7,0.8300000000000002,45000
262,21,0,12,8,18,0.8300000000000002,45000
263,22,0,14,7,11,0.7800000000000001,45000
264,22,0,12,10,14,0.7800000000000001,45000
265,22,0,30,7,18,0.7800000000000001,45000
266,22,0,17,14,17,0.7800000000000001,45000
267,22,0,12,10,14,0.7800000000000001,45000
268,22,0,29,5,12,0.7800000000000001,45000
269,22,0,33,13,11,0.7800000000000001,45000
270,22,0,14,7,11,0.7800000000000001,45000
271,22,0,18,9,15,0.7800000000000001,45000
272,22,0,17,14,17,0.7800000000000001,45000
273,22,0,29,9,10,0.7800000000000001,45000
274,22,0,25,11,16,0.7800000000000001,45000
275,23,0,29,10,12,0.9400000000000003,45000
276,23,0,31,7,15,0.9400000000000003,45000
277,23,0,29,8,9,0.9400000000000003,45000
278,23,0,29,8,9,0.9400000000000003,45000
279,23,0,19,9,6,0.9400000000000003,45000
280,23,0,25,8,15,0.9400000000000003,45000
281,23,0,25,12,8,0.9400000000000003,45000
282,23,0,32,13,9,0.9400000000000003,45000
283,23,0,31,7,15,0.9400000000000003,45000
284,23,0,23,10,14,0.9400000000000003,45000
285,23,0,21,15,10,0.9400000000000003,45000
286,23,0,32,7,18,0.9400000000000003,45000
287,23,0,23,15,10,0.9400000000000003,45000
288,23,0,15,14,9,0.9400000000000003,45000
289,23,0,17,7,11,0.9400000000000003,45000
290,24,0,32,10,13,0.7000000000000001,45000
291,24,0,33,12,12,0.7000000000000001,45000
292,24,0,30,8,17,0.7000000000000001,45000
293,24,0,31,11,7,0.7000000000000001,45000
294,24,0,29,10,14,0.7000000000000001,45000
295,24,0,14,14,16,0.7000000000000001,45000
296,24,0,34,10,7,0.7000000000000001,45000
297,24,0,14,15,15,0.7000000000000001,45000
298,25,0,20,12,12,0.62,45000
299,25,0,20,6,6,0.62,45000
300,25,0,25,7,8,0.62,45000
301,25,0,20,12,12,0.62,45000
302,25,0,30,7,6,0.62,45000
303,25,0,28,9,8,0.62,45000
304,25,0,24,13,16,0.62,45000
305,25,0,25,5,18,0.62,45000
306,25,0,36,8,15,0.62,45000
307,25,0,16,11,6,0.62,45000
308,25,0,18,6,10,0.62,45000
309,25,0,18,5,9,0.62,45000
310,26,0,19,7,8,0.61,45000
311,26,0,33,10,16,0.61,45000
312,26,0,28,8,6,0.61,45000
313,26,0,13,8,7,0.61,45000
314,26,0,19,14,9,0.61,45000
315,26,0,13,8,7,0.61,45000
316,26,0,33,10,16,0.61,45000
317,26,0,19,7,8,0.61,45000
318,26,0,26,5,12,0.61,45000
319,26,0,13,8,7,0.61,45000
320,26,0,15,13,14,0.61,45000
321,26,0,14,10,11,0.61,45000
322,26,0,13,8,7,0.61,45000
323,26,0,14,10,11,0.61,45000
324,27,0,26,6,15,0.8500000000000002,45000
325,27,0,15,7,15,0.8500000000000002,45000
326,27,0,29,13,14,0.8500000000000002,45000
327,27,0,32,8,17,0.8500000000000002,45000
328,27,0,28,9,10,0.8500000000000002,45000
329,27,0,31,12,18,0.8500000000000002,45000
330,27,0,26,8,16,0.8500000000000002,45000
331,27,0,26,14,18,0.8500000000000002,45000
332,27,0,32,8,17,0.8500000000000002,45000
333,27,0,13,7,11,0.8500000000000002,45000
334,28,0,27,8,8,0.66,45000
335,28,0,26,11,14,0.66,45000
336,28,0,27,8,8,0.66,45000
337,28,0,27,8,8,0.66,45000
338,28,0,19,12,15,0.66,45000
339,28,0,26,13,8,0.66,45000
340,28,0,24,12,6,0.66,45000
341,28,0,12,12,10,0.66,45000
342,28,0,21,15,7,0.66,45000
343,28,0,19,12,15,0.66,45000
344,28,0,16,15,6,0.66,45000
345,29,0,27,15,12,0.8800000000000002,45000
346,29,0,26,5,14,0.8800000000000002,45000
347,29,0,16,7,12,0.8800000000000002,45000
348,29,0,16,7,12,0.8800000000000002,45000
349,29,0,35,7,16,0.8800000000000002,45000
350,29,0,36,8,13,0.8800000000000002,45000
351,29,0,36,11,13,0.8800000000000002,45000
352,29,0,36,8,7,0.8800000000000002,45000
353,29,0,36,8,13,0.8800000000000002,45000
354,29,0,36,11,13,0.8800000000000002,45000
355,29,0,35,7,16,0.8800000000000002,45000
356,29,0,14,9,14,0.8800000000000002,45000
357,30,0,30,6,16,0.8600000000000002,45000
358,30,0,31,6,6,0.8600000000000002,45000
359,30,0,30,7,9,0.8600000000000002,45000
360,30,0,12,10,7,0.8600000000000002,45000
361,30,0,29,14,14,0.8600000000000002,45000
362,30,0,34,15,18,0.8600000000000002,45000
363,30,0,30,6,16,0.8600000000000002,45000
364,30,0,30,6,16,0.8600000000000002,45000
365,30,0,31,6,6,0.8600000000000002,45000
366,30,0,29,14,14,0.8600000000000002,45000
367,30,0,22,12,12,0.8600000000000002,45000
368,30,0,31,6,6,0.8600000000000002,45000
369,31,0,20,12,18,0.9400000000000003,45000
370,31,0,23,12,10,0.9400000000000003,45000
371,31,0,34,12,9,0.9400000000000003,45000
372,31,0,15,7,9,0.9400000000000003,45000
373,31,0,36,6,10,0.9400000000000003,45000
374,31,0,16,11,8,0.9400000000000003,45000
375,31,0,35,7,16,0.9400000000000003,45000
376,31,0,12,11,14,0.9400000000000003,45000
377,31,0,34,6,6,0.9400000000000003,45000
378,31,0,12,7,10,0.9400000000000003,45000
379,31,0,27,13,11,0.9400000000000003,45000
380,31,0,35,7,16,0.9400000000000003,45000
381,31,0,15,10,7,0.9400000000000003,45000
382,31,0,34,12,9,0.9400000000000003,45000
383,31,0,16,5,11,0.9400000000000003,45000
384,31,0,31,13,6,0.9400000000000003,45000
385,31,0,33,13,6,0.9400000000000003,45000
386,32,0,27,9,14,0.7100000000000001,45000
387,32,0,29,7,17,0.7100000000000001,45000
388,32,0,21,11,11,0.7100000000000001,45000
389,32,0,22,15,7,0.7100000000000001,45000
390,32,0,27,9,14,0.7100000000000001,45000
391,32,0,21,11,11,0.7100000000000001,45000
392,32,0,36,8,14,0.7100000000000001,45000
393,32,0,36,8,14,0.7100000000000001,45000
394,32,0,36,8,14,0.7100000000000001,45000
395,33,0,18,12,13,0.7400000000000001,45000
396,33,0,21,10,10,0.7400000000000001,45000
397,33,0,23,12,13,0.7400000000000001,45000
398,33,0,19,15,13,0.7400000000000001,45000
399,33,0,16,13,7,0.7400000000000001,45000
400,33,0,24,6,18,0.7400000000000001,45000
401,33,0,35,9,12,0.7400000000000001,45000
402,33,0,36,11,15,0.7400000000000001,45000
403,33,0,34,12,9,0.7400000000000001,45000
404,33,0,15,9,17,0.7400000000000001,45000
405,34,0,27,15,10,0.61,45000
406,34,0,31,11,15,0.61,45000
407,34,0,34,12,18,0.61,45000
408,34,0,16,5,9,0.61,45000
409,34,0,16,9,7,0.61,45000
410,34,0,35,10,7,0.61,45000
411,34,0,16,9,7,0.61,45000
412,34,0,27,15,10,0.61,45000
413,35,0,23,10,18,0.7200000000000001,45000
414,35,0,27,8,10,0.7200000000000001,45000
415,35,0,32,14,14,0.7200000000000001,45000
416,35,0,23,13,9,0.7200000000000001,45000
417,35,0,26,15,10,0.7200000000000001,45000
418,35,0,36,9,14,0.7200000000000001,45000
419,35,0,32,14,14,0.7200000000000001,45000
420,36,0,15,14,15,0.9100000000000003,45000
421,36,0,26,6,7,0.9100000000000003,45000
422,36,0,26,6,7,0.9100000000000003,45000
423,36,0,26,6,7,0.9100000000000003,45000
424,36,0,17,8,15,0.9100000000000003,45000
425,36,0,29,5,7,0.9100000000000003,45000
426,36,0,15,14,15,0.9100000000000003,45000
427,36,0,26,11,10,0.9100000000000003,45000
428,36,0,13,11,9,0.9100000000000003,45000
429,36,0,17,8,15,0.9100000000000003,45000
430,36,0,29,5,7,0.9100000000000003,45000
431,36,0,13,11,9,0.9100000000000003,45000
432,36,0,18,7,11,0.9100000000000003,45000
433,36,0,13,11,9,0.9100000000000003,45000
434,36,0,23,10,13,0.9100000000000003,45000
435,36,0,22,11,9,0.9100000000000003,45000
436,36,0,26,11,10,0.9100000000000003,45000
437,36,0,15,14,15,0.9100000000000003,45000
438,36,0,26,6,7,0.9100000000000003,45000
439,36,0,29,5,7,0.9100000000000003,45000
440,36,0,15,14,15,0.9100000000000003,45000
441,37,0,19,6,18,0.7300000000000001,45000
442,37,0,19,8,15,0.7300000000000001,45000
443,37,0,30,13,10,0.7300000000000001,45000
444,37,0,20,13,7,0.7300000000000001,45000
445,37,0,24,6,17,0.7300000000000001,45000
446,37,0,30,13,10,0.7300000000000001,45000
447,37,0,19,6,18,0.7300000000000001,45000
448,37,0,26,10,14,0.7300000000000001,45000
449,37,0,18,11,7,0.7300000000000001,45000
450,37,0,20,13,7,0.7300000000000001,45000
451,37,0,31,8,8,0.7300000000000001,45000
452,37,0,31,8,8,0.7300000000000001,45000
453,37,0,31,8,8,0.7300000000000001,45000
454,38,0,31,9,8,0.7300000000000001,45000
455,38,0,36,9,12,0.7300000000000001,45000
456,38,0,21,13,11,0.7300000000000001,45000
457,38,0,29,14,6,0.7300000000000001,45000
458,38,0,22,14,16,0.7300000000000001,45000
459,38,0,19,13,9,0.7300000000000001,45000
460,38,0,20,12,8,0.7300000000000001,45000
461,38,0,35,14,6,0.7300000000000001,45000
462,38,0,29,9,14,0.7300000000000001,45000
463,38,0,22,12,7,0.7300000000000001,45000
464,38,0,21,9,14,0.7300000000000001,45000
465,39,0,24,12,17,0.7300000000000001,45000
466,39,0,14,8,14,0.7300000000000001,45000
467,39,0,12,14,13,0.7300000000000001,45000
468,39,0,35,13,12,0.7300000000000001,45000
469,39,0,12,15,12,0.7300000000000001,45000
470,39,0,20,6,6,0.7300000000000001,45000
471,39,0,34,8,15,0.7300000000000001,45000
472,39,0,33,12,17,0.7300000000000001,45000
473,39,0,24,12,17,0.7300000000000001,45000
474,40,0,18,12,9,0.6900000000000001,45000
475,40,0,18,12,9,0.6900000000000001,45000
476,40,0,34,11,18,0.6900000000000001,45000
477,40,0,34,14,8,0.6900000000000001,45000
478,40,0,26,13,18,0.6900000000000001,45000
479,40,0,34,13,13,0.6900000000000001,45000
480,40,0,35,12,11,0.6900000000000001,45000
481,41,0,21,6,8,0.9100000000000003,45000
482,41,0,36,15,9,0.9100000000000003,45000
483,41,0,32,8,10,0.9100000000000003,45000
484,41,0,13,11,9,0.9100000000000003,45000
485,41,0,28,10,9,0.9100000000000003,45000
486,41,0,36,6,11,0.9100000000000003,45000
487,41,0,28,7,14,0.9100000000000003,45000
488,41,0,24,10,11,0.9100000000000003,45000
489,41,0,25,11,9,0.9100000000000003,45000
490,41,0,28,7,14,0.9100000000000003,45000
491,41,0,33,14,17,0.9100000000000003,45000
492,41,0,24,12,8,0.9100000000000003,45000
493,41,0,32,7,15,0.9100000000000003,45000
494,41,0,21,6,8,0.9100000000000003,45000
495,42,0,17,12,16,0.65,45000
496,42,0,17,8,16,0.65,45000
497,42,0,25,9,18,0.65,45000
498,42,0,17,8,16,0.65,45000
499,42,0,30,8,10,0.65,45000
500,42,0,15,11,15,0.65,45000
501,42,0,22,13,6,0.65,45000
502,42,0,30,8,10,0.65,45000
503,42,0,16,13,6,0.65,45000
504,42,0,23,9,6,0.65,45000
505,42,0,17,12,16,0.65,45000
506,42,0,12,5,14,0.65,45000
507,42,0,20,6,13,0.65,45000
508,43,0,31,12,9,0.61,45000
509,43,0,36,9,12,0.61,45000
510,43,0,12,8,9,0.61,45000
511,43,0,36,12,6,0.61,45000
512,43,0,14,5,7,0.61,45000
513,43,0,36,7,13,0.61,45000
514,43,0,36,11,7,0.61,45000
515,43,0,27,6,6,0.61,45000
516,43,0,36,9,12,0.61,45000
517,43,0,31,12,9,0.61,45000
518,44,0,29,7,11,0.9900000000000003,45000
519,44,0,23,11,15,0.9900000000000003,45000
520,44,0,23,11,15,0.9900000000000003,45000
521,44,0,26,8,11,0.9900000000000003,45000
522,44,0,17,5,11,0.9900000000000003,45000
523,44,0,20,8,17,0.9900000000000003,45000
524,44,0,18,8,14,0.9900000000000003,45000
525,44,0,17,12,17,0.9900000000000003,45000
526,44,0,22,13,8,0.9900000000000003,45000
527,44,0,20,8,17,0.9900000000000003,45000
528,44,0,24,14,8,0.9900000000000003,45000
529,44,0,17,5,11,0.9900000000000003,45000
530,44,0,33,12,11,0.9900000000000003,45000
531,44,0,13,12,11,0.9900000000000003,45000
532,44,0,22,9,13,0.9900000000000003,45000
533,44,0,26,8,11,0.9900000000000003,45000
534,45,0,12,14,16,0.9000000000000002,45000
535,45,0,31,8,18,0.9000000000000002,45000
536,45,0,25,7,6,0.9000000000000002,45000
537,45,0,12,14,16,0.9000000000000002,45000
538,45,0,18,8,6,0.9000000000000002,45000
539,45,0,29,8,6,0.9000000000000002,45000
540,45,0,31,9,7,0.9000000000000002,45000
541,45,0,21,13,16,0.9000000000000002,45000
542,45,0,33,15,10,0.9000000000000002,45000
543,45,0,18,11,15,0.9000000000000002,45000
544,45,0,33,15,10,0.9000000000000002,45000
545,45,0,12,14,16,0.9000000000000002,45000
546,45,0,34,9,15,0.9000000000000002,45000
547,46,0,28,11,8,0.62,45000
548,46,0,30,9,7,0.62,45000
549,46,0,14,15,15,0.62,45000
550,46,0,14,15,15,0.62,45000
551,46,0,29,11,16,0.62,45000
552,46,0,35,10,18,0.62,45000
553,46,0,15,13,11,0.62,45000
554,47,0,22,8,14,0.65,45000
555,47,0,19,7,9,0.65,45000
556,47,0,22,13,16,0.65,45000
557,47,0,23,6,6,0.65,45000
558,47,0,21,12,7,0.65,45000
559,47,0,22,8,14,0.65,45000
560,47,0,22,8,14,0.65,45000
561,47,0,26,12,10,0.65,45000
562,47,0,22,8,14,0.65,45000
563,47,0,23,15,15,0.65,45000
564,48,0,28,15,13,0.7200000000000001,45000
565,48,0,27,15,18,0.7200000000000001,45000
566,48,0,15,14,15,0.7200000000000001,45000
567,48,0,27,15,18,0.7200000000000001,45000
568,48,0,34,14,11,0.7200000000000001,45000
569,49,0,13,7,7,0.9400000000000003,45000
570,49,0,13,7,7,0.9400000000000003,45000
571,49,0,26,8,8,0.9400000000000003,45000
572,49,0,26,8,8,0.9400000000000003,45000
573,49,0,31,9,17,0.9400000000000003,45000
574,49,0,33,8,6,0.9400000000000003,45000
575,49,0,26,8,8,0.9400000000000003,45000
576,49,0,26,14,12,0.9400000000000003,45000
577,49,0,31,9,17,0.9400000000000003,45000
578,49,0,33,8,6,0.9400000000000003,45000
579,49,0,29,14,17,0.9400000000000003,45000
580,49,0,29,14,17,0.9400000000000003,45000
581,49,0,31,14,12,0.9400000000000003,45000
582,50,0,25,11,14,0.9200000000000003,45000
583,50,0,16,15,6,0.9200000000000003,45000
584,50,0,36,10,16,0.9200000000000003,45000
585,50,0,35,13,9,0.9200000000000003,45000
586,50,0,16,15,6,0.9200000000000003,45000
587,50,0,27,12,7,0.9200000000000003,45000
588,50,0,13,6,9,0.9200000000000003,45000
589,50,0,35,15,12,0.9200000000000003,45000
590,50,0,31,8,9,0.9200000000000003,45000
591,50,0,21,10,6,0.9200000000000003,45000
592,50,0,31,8,9,0.9200000000000003,45000
593,50,0,28,12,12,0.9200000000000003,45000
594,50,0,31,8,9,0.9200000000000003,45000
595,51,0,21,14,13,0.9000000000000002,45000
596,51,0,21,14,13,0.9000000000000002,45000
597,51,0,26,13,18,0.9000000000000002,45000
598,51,0,22,6,15,0.9000000000000002,45000
599,51,0,21,13,18,0.9000000000000002,45000
600,51,0,22,6,15,0.9000000000000002,45000
601,51,0,21,14,13,0.9000000000000002,45000
602,51,0,24,9,14,0.9000000000000002,45000
603,51,0,32,5,15,0.9000000000000002,45000
604,51,0,14,12,13,0.9000000000000002,45000
