,发车号,if_loaded,SKU长度,SKU宽度,SKU高度,load_parameter,车辆总容积(m3)
112,9,0,20,14,14,0.8700000000000002,45000
113,9,0,16,11,6,0.8700000000000002,45000
114,9,0,22,6,11,0.8700000000000002,45000
115,10,0,26,11,9,0.7300000000000001,45000
116,10,0,16,8,10,0.7300000000000001,45000
117,10,0,15,13,18,0.7300000000000001,45000
118,10,0,26,10,17,0.7300000000000001,45000
119,10,0,12,10,10,0.7300000000000001,45000
120,10,0,21,11,15,0.7300000000000001,45000
121,10,0,14,8,6,0.7300000000000001,45000
122,10,0,17,12,14,0.7300000000000001,45000
123,10,0,14,8,6,0.7300000000000001,45000
124,10,0,26,10,17,0.7300000000000001,45000
125,10,0,12,10,10,0.7300000000000001,45000
126,10,0,18,14,16,0.7300000000000001,45000
127,10,0,15,11,12,0.7300000000000001,45000
128,11,0,21,5,10,0.7400000000000001,45000
129,11,0,16,9,9,0.7400000000000001,45000
130,11,0,23,10,13,0.7400000000000001,45000
131,11,0,23,13,14,0.7400000000000001,45000
132,11,0,21,8,14,0.7400000000000001,45000
133,11,0,18,9,14,0.7400000000000001,45000
134,11,0,16,6,15,0.7400000000000001,45000
135,11,0,24,8,11,0.7400000000000001,45000
136,11,0,15,8,15,0.7400000000000001,45000
137,11,0,29,15,12,0.7400000000000001,45000
138,11,0,23,13,14,0.7400000000000001,45000
139,11,0,15,8,15,0.7400000000000001,45000
140,12,0,20,15,9,0.61,45000
141,12,0,32,13,7,0.61,45000
142,12,0,26,6,6,0.61,45000
143,12,0,29,10,13,0.61,45000
144,12,0,24,6,15,0.61,45000
145,12,0,26,6,6,0.61,45000
146,12,0,24,14,13,0.61,45000
147,12,0,18,15,14,0.61,45000
148,12,0,20,15,9,0.61,45000
149,13,0,19,12,15,0.7200000000000001,45000
150,13,0,30,11,8,0.7200000000000001,45000
151,13,0,35,5,13,0.7200000000000001,45000
152,13,0,16,14,10,0.7200000000000001,45000
153,13,0,16,14,10,0.7200000000000001,45000
154,13,0,26,8,14,0.7200000000000001,45000
155,13,0,16,9,14,0.7200000000000001,45000
156,13,0,30,11,8,0.7200000000000001,45000
157,13,0,24,15,11,0.7200000000000001,45000
158,13,0,35,12,6,0.7200000000000001,45000
159,13,0,36,12,8,0.7200000000000001,45000
160,14,0,13,5,6,0.6,45000
161,14,0,33,12,15,0.6,45000
162,14,0,30,11,16,0.6,45000
163,14,0,22,11,12,0.6,45000
164,14,0,23,12,16,0.6,45000
165,14,0,22,11,12,0.6,45000
166,14,0,22,11,12,0.6,45000
167,15,0,36,6,6,0.63,45000
168,15,0,23,10,15,0.63,45000
169,15,0,35,6,15,0.63,45000
170,15,0,34,9,17,0.63,45000
171,15,0,13,13,6,0.63,45000
172,15,0,34,9,17,0.63,45000
173,15,0,34,12,12,0.63,45000
174,16,0,26,15,17,0.9500000000000003,45000
175,16,0,17,8,12,0.9500000000000003,45000
176,16,0,23,14,11,0.9500000000000003,45000
177,16,0,22,8,7,0.9500000000000003,45000
178,16,0,23,9,16,0.9500000000000003,45000
179,16,0,28,13,15,0.9500000000000003,45000
180,16,0,21,13,6,0.9500000000000003,45000
181,16,0,22,15,7,0.9500000000000003,45000
182,16,0,26,15,17,0.9500000000000003,45000
183,16,0,23,9,16,0.9500000000000003,45000
184,16,0,24,9,13,0.9500000000000003,45000
185,16,0,23,14,11,0.9500000000000003,45000
186,17,0,19,6,11,0.7700000000000001,45000
187,17,0,31,11,16,0.7700000000000001,45000
188,17,0,23,5,16,0.7700000000000001,45000
189,17,0,29,13,13,0.7700000000000001,45000
190,17,0,36,10,13,0.7700000000000001,45000
191,17,0,19,13,9,0.7700000000000001,45000
192,17,0,13,9,14,0.7700000000000001,45000
193,17,0,28,10,18,0.7700000000000001,45000
194,17,0,28,10,18,0.7700000000000001,45000
195,17,0,12,9,7,0.7700000000000001,45000
196,18,0,21,5,10,0.6900000000000001,45000
197,18,0,15,11,15,0.6900000000000001,45000
198,18,0,15,10,7,0.6900000000000001,45000
199,18,0,21,12,6,0.6900000000000001,45000
200,18,0,31,5,15,0.6900000000000001,45000
201,18,0,25,14,14,0.6900000000000001,45000
202,18,0,25,7,7,0.6900000000000001,45000
203,18,0,23,14,15,0.6900000000000001,45000
204,18,0,18,15,8,0.6900000000000001,45000
205,18,0,25,10,15,0.6900000000000001,45000
206,18,0,21,7,9,0.6900000000000001,45000
207,18,0,25,7,7,0.6900000000000001,45000
208,18,0,36,10,8,0.6900000000000001,45000
209,19,0,15,6,17,0.8700000000000002,45000
210,19,0,18,14,11,0.8700000000000002,45000
211,19,0,25,11,14,0.8700000000000002,45000
212,19,0,21,10,9,0.8700000000000002,45000
213,19,0,21,10,9,0.8700000000000002,45000
214,19,0,22,7,13,0.8700000000000002,45000
215,19,0,13,5,12,0.8700000000000002,45000
216,19,0,13,5,12,0.8700000000000002,45000
217,19,0,19,13,7,0.8700000000000002,45000
218,19,0,25,11,14,0.8700000000000002,45000
219,19,0,36,9,8,0.8700000000000002,45000
220,19,0,33,7,15,0.8700000000000002,45000
221,19,0,32,7,18,0.8700000000000002,45000
222,19,0,36,9,7,0.8700000000000002,45000
223,19,0,33,5,11,0.8700000000000002,45000
224,19,0,36,9,8,0.8700000000000002,45000
225,19,0,12,7,15,0.8700000000000002,45000
226,20,0,32,5,18,0.67,45000
227,20,0,23,9,7,0.67,45000
228,20,0,29,7,11,0.67,45000
229,20,0,27,11,8,0.67,45000
230,20,0,27,12,17,0.67,45000
231,20,0,30,8,6,0.67,45000
232,20,0,30,8,6,0.67,45000
233,20,0,19,13,12,0.67,45000
234,20,0,13,10,11,0.67,45000
235,20,0,32,12,18,0.67,45000
236,20,0,12,12,9,0.67,45000
237,21,0,35,7,7,0.61,45000
238,21,0,15,14,18,0.61,45000
239,21,0,30,10,7,0.61,45000
240,21,0,14,8,6,0.61,45000
241,21,0,28,14,10,0.61,45000
242,21,0,35,6,7,0.61,45000
243,21,0,35,6,7,0.61,45000
244,21,0,12,13,6,0.61,45000
245,21,0,31,10,9,0.61,45000
246,21,0,16,14,6,0.61,45000
247,21,0,33,11,7,0.61,45000
248,21,0,12,10,16,0.61,45000
249,22,0,32,8,10,0.66,45000
250,22,0,34,9,6,0.66,45000
251,22,0,30,8,17,0.66,45000
252,22,0,31,15,15,0.66,45000
253,22,0,12,15,11,0.66,45000
254,22,0,31,13,7,0.66,45000
255,22,0,16,9,6,0.66,45000
256,22,0,30,14,11,0.66,45000
257,22,0,19,14,13,0.66,45000
258,23,0,17,15,7,0.9400000000000003,45000
259,23,0,15,13,11,0.9400000000000003,45000
260,23,0,17,14,16,0.9400000000000003,45000
261,23,0,19,10,14,0.9400000000000003,45000
262,23,0,35,13,14,0.9400000000000003,45000
263,23,0,35,9,9,0.9400000000000003,45000
264,23,0,35,9,9,0.9400000000000003,45000
265,23,0,14,13,18,0.9400000000000003,45000
266,23,0,14,13,18,0.9400000000000003,45000
267,23,0,18,8,14,0.9400000000000003,45000
268,23,0,14,13,18,0.9400000000000003,45000
269,23,0,17,12,11,0.9400000000000003,45000
270,23,0,30,5,16,0.9400000000000003,45000
271,23,0,18,8,14,0.9400000000000003,45000
272,24,0,19,9,12,0.6900000000000001,45000
273,24,0,12,15,16,0.6900000000000001,45000
274,24,0,19,9,12,0.6900000000000001,45000
275,24,0,31,14,11,0.6900000000000001,45000
276,24,0,31,14,11,0.6900000000000001,45000
277,24,0,27,6,10,0.6900000000000001,45000
278,24,0,29,5,14,0.6900000000000001,45000
279,24,0,12,15,16,0.6900000000000001,45000
280,24,0,27,5,13,0.6900000000000001,45000
281,24,0,27,6,10,0.6900000000000001,45000
282,24,0,29,5,14,0.6900000000000001,45000
283,25,0,35,11,9,0.7600000000000001,45000
284,25,0,20,5,15,0.7600000000000001,45000
285,25,0,29,12,17,0.7600000000000001,45000
286,25,0,22,11,12,0.7600000000000001,45000
287,25,0,21,15,14,0.7600000000000001,45000
288,25,0,16,14,10,0.7600000000000001,45000
289,25,0,17,14,8,0.7600000000000001,45000
290,25,0,14,10,7,0.7600000000000001,45000
291,25,0,29,6,15,0.7600000000000001,45000
292,25,0,29,6,15,0.7600000000000001,45000
293,25,0,31,12,8,0.7600000000000001,45000
294,25,0,21,7,17,0.7600000000000001,45000
295,26,0,25,8,17,0.66,45000
296,26,0,36,11,14,0.66,45000
297,26,0,29,14,15,0.66,45000
298,26,0,13,6,6,0.66,45000
299,26,0,29,12,6,0.66,45000
300,26,0,24,13,10,0.66,45000
301,26,0,29,14,15,0.66,45000
302,27,0,35,11,14,0.8700000000000002,45000
303,27,0,23,10,14,0.8700000000000002,45000
304,27,0,35,11,14,0.8700000000000002,45000
305,27,0,17,13,6,0.8700000000000002,45000
306,27,0,14,12,12,0.8700000000000002,45000
307,27,0,22,12,8,0.8700000000000002,45000
308,27,0,35,11,14,0.8700000000000002,45000
309,27,0,17,11,7,0.8700000000000002,45000
310,27,0,29,8,9,0.8700000000000002,45000
311,27,0,14,14,10,0.8700000000000002,45000
312,27,0,34,12,6,0.8700000000000002,45000
313,27,0,17,11,7,0.8700000000000002,45000
314,27,0,14,14,10,0.8700000000000002,45000
315,28,0,21,8,18,1.0000000000000004,45000
316,28,0,17,13,11,1.0000000000000004,45000
317,28,0,31,6,13,1.0000000000000004,45000
318,28,0,18,6,8,1.0000000000000004,45000
319,28,0,35,5,16,1.0000000000000004,45000
320,28,0,23,14,13,1.0000000000000004,45000
321,28,0,13,7,12,1.0000000000000004,45000
322,28,0,26,8,10,1.0000000000000004,45000
323,28,0,32,12,6,1.0000000000000004,45000
324,28,0,15,6,13,1.0000000000000004,45000
325,28,0,17,14,8,1.0000000000000004,45000
326,28,0,36,7,15,1.0000000000000004,45000
327,28,0,13,10,17,1.0000000000000004,45000
328,28,0,17,13,11,1.0000000000000004,45000
329,28,0,13,10,17,1.0000000000000004,45000
330,28,0,34,11,7,1.0000000000000004,45000
331,28,0,28,11,9,1.0000000000000004,45000
332,28,0,23,14,13,1.0000000000000004,45000
333,29,0,24,12,12,0.7200000000000001,45000
334,29,0,34,7,14,0.7200000000000001,45000
335,29,0,36,7,9,0.7200000000000001,45000
336,29,0,22,13,12,0.7200000000000001,45000
337,29,0,16,8,18,0.7200000000000001,45000
338,29,0,14,9,12,0.7200000000000001,45000
339,29,0,18,15,12,0.7200000000000001,45000
340,29,0,15,14,16,0.7200000000000001,45000
341,29,0,35,9,15,0.7200000000000001,45000
342,29,0,15,14,16,0.7200000000000001,45000
343,30,0,28,10,15,0.67,45000
344,30,0,20,7,17,0.67,45000
345,30,0,23,10,17,0.67,45000
346,30,0,18,5,10,0.67,45000
347,30,0,23,10,17,0.67,45000
348,30,0,24,6,16,0.67,45000
349,30,0,15,13,13,0.67,45000
350,30,0,19,7,11,0.67,45000
351,30,0,17,6,12,0.67,45000
352,30,0,14,6,13,0.67,45000
353,30,0,15,5,17,0.67,45000
354,30,0,28,10,15,0.67,45000
355,31,0,35,15,12,0.8900000000000002,45000
356,31,0,35,15,12,0.8900000000000002,45000
357,31,0,17,5,18,0.8900000000000002,45000
358,31,0,21,5,7,0.8900000000000002,45000
359,31,0,35,15,12,0.8900000000000002,45000
360,31,0,23,9,14,0.8900000000000002,45000
361,31,0,31,8,9,0.8900000000000002,45000
362,31,0,31,8,8,0.8900000000000002,45000
363,31,0,17,9,18,0.8900000000000002,45000
364,31,0,21,5,7,0.8900000000000002,45000
365,31,0,21,5,7,0.8900000000000002,45000
366,31,0,31,8,9,0.8900000000000002,45000
367,31,0,28,14,10,0.8900000000000002,45000
368,32,0,30,13,9,0.9000000000000002,45000
369,32,0,13,12,13,0.9000000000000002,45000
370,32,0,32,11,13,0.9000000000000002,45000
371,32,0,20,11,16,0.9000000000000002,45000
372,32,0,13,12,13,0.9000000000000002,45000
373,32,0,29,12,13,0.9000000000000002,45000
374,32,0,30,13,9,0.9000000000000002,45000
375,32,0,21,11,15,0.9000000000000002,45000
376,32,0,20,11,16,0.9000000000000002,45000
377,32,0,29,12,13,0.9000000000000002,45000
378,32,0,13,12,13,0.9000000000000002,45000
379,32,0,18,12,13,0.9000000000000002,45000
380,33,0,36,5,11,0.7500000000000001,45000
381,33,0,18,11,14,0.7500000000000001,45000
382,33,0,34,5,13,0.7500000000000001,45000
383,33,0,20,5,17,0.7500000000000001,45000
384,33,0,20,5,17,0.7500000000000001,45000
385,33,0,20,5,17,0.7500000000000001,45000
386,33,0,13,6,9,0.7500000000000001,45000
387,33,0,16,14,16,0.7500000000000001,45000
388,33,0,13,6,9,0.7500000000000001,45000
389,33,0,16,14,16,0.7500000000000001,45000
390,33,0,34,5,13,0.7500000000000001,45000
391,33,0,14,9,7,0.7500000000000001,45000
392,33,0,14,9,7,0.7500000000000001,45000
393,33,0,36,5,11,0.7500000000000001,45000
394,33,0,27,15,11,0.7500000000000001,45000
395,34,0,17,13,8,0.9100000000000003,45000
396,34,0,35,15,12,0.9100000000000003,45000
397,34,0,32,11,18,0.9100000000000003,45000
398,34,0,14,14,9,0.9100000000000003,45000
399,34,0,23,5,8,0.9100000000000003,45000
400,34,0,20,5,6,0.9100000000000003,45000
401,34,0,14,14,9,0.9100000000000003,45000
402,34,0,17,7,11,0.9100000000000003,45000
403,34,0,32,9,14,0.9100000000000003,45000
404,34,0,17,7,11,0.9100000000000003,45000
405,34,0,32,11,18,0.9100000000000003,45000
406,34,0,21,7,11,0.9100000000000003,45000
407,34,0,26,13,9,0.9100000000000003,45000
408,34,0,26,14,8,0.9100000000000003,45000
409,35,0,18,14,6,0.7100000000000001,45000
410,35,0,34,7,13,0.7100000000000001,45000
411,35,0,28,11,7,0.7100000000000001,45000
412,35,0,28,11,7,0.7100000000000001,45000
413,35,0,25,7,10,0.7100000000000001,45000
414,35,0,19,8,7,0.7100000000000001,45000
415,35,0,31,14,13,0.7100000000000001,45000
416,35,0,24,6,16,0.7100000000000001,45000
417,35,0,30,11,11,0.7100000000000001,45000
418,35,0,18,14,6,0.7100000000000001,45000
419,35,0,22,10,7,0.7100000000000001,45000
420,35,0,29,12,11,0.7100000000000001,45000
421,36,0,35,10,10,0.6,45000
422,36,0,26,14,17,0.6,45000
423,36,0,14,6,16,0.6,45000
424,36,0,17,9,13,0.6,45000
425,36,0,35,10,10,0.6,45000
426,36,0,34,6,7,0.6,45000
427,36,0,13,14,13,0.6,45000
428,36,0,16,8,10,0.6,45000
429,36,0,21,15,11,0.6,45000
430,36,0,12,13,9,0.6,45000
431,37,0,21,13,9,0.8600000000000002,45000
432,37,0,20,12,13,0.8600000000000002,45000
433,37,0,25,6,6,0.8600000000000002,45000
434,37,0,27,14,13,0.8600000000000002,45000
435,37,0,16,8,11,0.8600000000000002,45000
436,37,0,21,5,7,0.8600000000000002,45000
437,37,0,20,12,13,0.8600000000000002,45000
438,37,0,27,14,13,0.8600000000000002,45000
439,37,0,19,5,17,0.8600000000000002,45000
440,37,0,27,13,14,0.8600000000000002,45000
441,37,0,25,8,18,0.8600000000000002,45000
442,37,0,19,6,11,0.8600000000000002,45000
443,37,0,13,13,13,0.8600000000000002,45000
444,38,0,35,11,15,0.9200000000000003,45000
445,38,0,15,14,12,0.9200000000000003,45000
446,38,0,21,7,17,0.9200000000000003,45000
447,38,0,18,10,13,0.9200000000000003,45000
448,38,0,22,10,18,0.9200000000000003,45000
449,38,0,25,5,9,0.9200000000000003,45000
450,38,0,32,14,6,0.9200000000000003,45000
451,38,0,22,10,18,0.9200000000000003,45000
452,38,0,25,5,9,0.9200000000000003,45000
453,38,0,20,8,6,0.9200000000000003,45000
454,38,0,32,12,6,0.9200000000000003,45000
455,38,0,35,11,15,0.9200000000000003,45000
456,38,0,23,6,17,0.9200000000000003,45000
457,38,0,32,12,6,0.9200000000000003,45000
458,38,0,12,8,9,0.9200000000000003,45000
459,39,0,18,9,10,0.7800000000000001,45000
460,39,0,35,9,13,0.7800000000000001,45000
461,39,0,18,9,10,0.7800000000000001,45000
462,39,0,19,9,9,0.7800000000000001,45000
463,39,0,16,5,13,0.7800000000000001,45000
464,39,0,17,15,12,0.7800000000000001,45000
465,39,0,13,10,9,0.7800000000000001,45000
466,39,0,28,14,8,0.7800000000000001,45000
467,39,0,28,13,18,0.7800000000000001,45000
468,39,0,23,6,10,0.7800000000000001,45000
469,39,0,17,9,18,0.7800000000000001,45000
470,39,0,30,15,7,0.7800000000000001,45000
471,40,0,24,12,14,0.7600000000000001,45000
472,40,0,30,9,9,0.7600000000000001,45000
473,40,0,15,13,7,0.7600000000000001,45000
474,40,0,32,11,9,0.7600000000000001,45000
475,40,0,24,12,14,0.7600000000000001,45000
476,40,0,20,14,18,0.7600000000000001,45000
477,40,0,15,8,7,0.7600000000000001,45000
478,40,0,18,5,6,0.7600000000000001,45000
479,40,0,20,10,7,0.7600000000000001,45000
480,40,0,20,12,15,0.7600000000000001,45000
481,40,0,27,5,16,0.7600000000000001,45000
482,40,0,21,10,16,0.7600000000000001,45000
483,41,0,18,15,15,0.9400000000000003,45000
484,41,0,14,15,8,0.9400000000000003,45000
485,41,0,15,7,6,0.9400000000000003,45000
486,41,0,12,15,12,0.9400000000000003,45000
487,41,0,32,6,15,0.9400000000000003,45000
488,41,0,14,5,17,0.9400000000000003,45000
489,41,0,30,11,11,0.9400000000000003,45000
490,41,0,16,5,11,0.9400000000000003,45000
491,41,0,12,15,12,0.9400000000000003,45000
492,41,0,21,8,7,0.9400000000000003,45000
493,41,0,27,9,17,0.9400000000000003,45000
494,41,0,36,10,16,0.9400000000000003,45000
495,41,0,20,15,12,0.9400000000000003,45000
496,41,0,21,8,17,0.9400000000000003,45000
497,41,0,17,11,12,0.9400000000000003,45000
498,41,0,15,7,6,0.9400000000000003,45000
499,41,0,15,13,9,0.9400000000000003,45000
500,42,0,32,14,17,0.64,45000
501,42,0,34,5,9,0.64,45000
502,42,0,20,7,14,0.64,45000
503,42,0,16,11,9,0.64,45000
504,42,0,16,11,9,0.64,45000
505,42,0,32,6,10,0.64,45000
506,42,0,23,15,6,0.64,45000
507,42,0,21,5,9,0.64,45000
508,42,0,14,6,12,0.64,45000
509,42,0,20,8,13,0.64,45000
510,43,0,24,6,6,0.9200000000000003,45000
511,43,0,29,10,6,0.9200000000000003,45000
512,43,0,25,6,6,0.9200000000000003,45000
513,43,0,15,7,12,0.9200000000000003,45000
514,43,0,15,7,12,0.9200000000000003,45000
515,43,0,30,7,11,0.9200000000000003,45000
516,43,0,27,12,10,0.9200000000000003,45000
517,43,0,27,12,10,0.9200000000000003,45000
518,43,0,13,13,13,0.9200000000000003,45000
519,43,0,27,15,17,0.9200000000000003,45000
520,43,0,29,10,6,0.9200000000000003,45000
521,43,0,21,7,11,0.9200000000000003,45000
522,43,0,27,15,9,0.9200000000000003,45000
523,43,0,20,15,9,0.9200000000000003,45000
524,43,0,30,7,11,0.9200000000000003,45000
525,43,0,27,15,9,0.9200000000000003,45000
526,44,0,35,12,8,0.7200000000000001,45000
527,44,0,23,7,14,0.7200000000000001,45000
528,44,0,20,11,14,0.7200000000000001,45000
529,44,0,15,7,15,0.7200000000000001,45000
530,44,0,18,5,12,0.7200000000000001,45000
531,44,0,27,15,11,0.7200000000000001,45000
532,44,0,19,5,12,0.7200000000000001,45000
533,44,0,26,8,16,0.7200000000000001,45000
534,44,0,26,11,17,0.7200000000000001,45000
535,44,0,27,15,11,0.7200000000000001,45000
536,45,0,25,11,18,0.8800000000000002,45000
537,45,0,25,11,18,0.8800000000000002,45000
538,45,0,21,6,15,0.8800000000000002,45000
539,45,0,25,11,18,0.8800000000000002,45000
540,45,0,25,15,17,0.8800000000000002,45000
541,45,0,12,12,11,0.8800000000000002,45000
542,45,0,17,7,15,0.8800000000000002,45000
543,45,0,17,7,15,0.8800000000000002,45000
544,45,0,32,5,6,0.8800000000000002,45000
545,45,0,12,13,8,0.8800000000000002,45000
546,45,0,25,6,10,0.8800000000000002,45000
547,45,0,32,5,6,0.8800000000000002,45000
548,45,0,24,13,10,0.8800000000000002,45000
549,45,0,25,6,17,0.8800000000000002,45000
550,46,0,12,7,6,0.9100000000000003,45000
551,46,0,31,7,14,0.9100000000000003,45000
552,46,0,20,15,18,0.9100000000000003,45000
553,46,0,20,15,18,0.9100000000000003,45000
554,46,0,34,12,13,0.9100000000000003,45000
555,46,0,26,13,15,0.9100000000000003,45000
556,46,0,18,15,15,0.9100000000000003,45000
557,46,0,20,15,18,0.9100000000000003,45000
558,46,0,31,13,12,0.9100000000000003,45000
559,47,0,36,9,10,1.0000000000000004,45000
560,47,0,13,14,7,1.0000000000000004,45000
561,47,0,32,15,16,1.0000000000000004,45000
562,47,0,18,9,12,1.0000000000000004,45000
563,47,0,27,9,9,1.0000000000000004,45000
564,47,0,33,10,9,1.0000000000000004,45000
565,47,0,12,11,16,1.0000000000000004,45000
566,47,0,18,9,12,1.0000000000000004,45000
567,47,0,16,9,13,1.0000000000000004,45000
568,47,0,12,13,15,1.0000000000000004,45000
569,47,0,21,11,11,1.0000000000000004,45000
570,47,0,28,7,15,1.0000000000000004,45000
571,47,0,13,9,18,1.0000000000000004,45000
572,47,0,13,9,18,1.0000000000000004,45000
573,47,0,12,13,15,1.0000000000000004,45000
574,47,0,12,13,15,1.0000000000000004,45000
575,47,0,24,5,8,1.0000000000000004,45000
576,47,0,16,9,13,1.0000000000000004,45000
577,48,0,23,11,13,0.7700000000000001,45000
578,48,0,23,11,13,0.7700000000000001,45000
579,48,0,23,13,13,0.7700000000000001,45000
580,48,0,20,11,14,0.7700000000000001,45000
581,48,0,26,11,16,0.7700000000000001,45000
582,48,0,18,6,8,0.7700000000000001,45000
583,48,0,20,11,14,0.7700000000000001,45000
584,48,0,29,5,8,0.7700000000000001,45000
585,48,0,26,7,18,0.7700000000000001,45000
586,48,0,27,14,9,0.7700000000000001,45000
587,48,0,18,6,8,0.7700000000000001,45000
588,48,0,14,7,17,0.7700000000000001,45000
589,48,0,15,7,17,0.7700000000000001,45000
590,49,0,19,6,10,0.8200000000000002,45000
591,49,0,12,15,11,0.8200000000000002,45000
592,49,0,15,9,16,0.8200000000000002,45000
593,49,0,26,8,6,0.8200000000000002,45000
594,49,0,23,6,9,0.8200000000000002,45000
595,49,0,15,9,16,0.8200000000000002,45000
596,49,0,16,9,17,0.8200000000000002,45000
597,49,0,35,8,13,0.8200000000000002,45000
598,49,0,21,12,9,0.8200000000000002,45000
599,49,0,16,9,17,0.8200000000000002,45000
600,49,0,30,13,8,0.8200000000000002,45000
601,49,0,23,10,17,0.8200000000000002,45000
