,Unnamed: 0.1,Unnamed: 0,发车号,if_loaded,SKU长度,SKU宽度,SKU高度,load_parameter,车辆总容积(m3)
210,210,210,79,0,40,12,16,0.7400000000000001,45000
211,211,211,79,0,40,12,16,0.7400000000000001,45000
212,212,212,79,0,40,12,16,0.7400000000000001,45000
213,213,213,79,0,40,12,16,0.7400000000000001,45000
214,214,214,80,0,24,11,22,0.9000000000000002,45000
215,215,215,80,0,24,11,22,0.9000000000000002,45000
216,216,216,80,0,24,11,22,0.9000000000000002,45000
217,217,217,80,0,24,11,22,0.9000000000000002,45000
218,218,218,80,0,24,11,22,0.9000000000000002,45000
219,219,219,80,0,24,11,22,0.9000000000000002,45000
220,220,220,81,0,35,18,19,0.7900000000000001,45000
221,221,221,81,0,35,18,19,0.7900000000000001,45000
222,222,222,82,1,52,18,25,0.7700000000000001,45000
223,223,223,83,0,41,13,24,0.62,45000
224,224,224,83,0,41,13,24,0.62,45000
225,225,225,84,1,24,18,21,0.65,45000
226,226,226,84,1,24,18,21,0.65,45000
227,227,227,84,1,24,18,21,0.65,45000
228,228,228,85,0,31,16,17,0.66,45000
229,229,229,85,0,31,16,17,0.66,45000
230,230,230,85,0,31,16,17,0.66,45000
231,231,231,86,1,29,16,23,0.8500000000000002,45000
232,232,232,86,1,29,16,23,0.8500000000000002,45000
233,233,233,86,1,29,16,23,0.8500000000000002,45000
234,234,234,87,1,31,12,26,0.64,45000
235,235,235,87,1,31,12,26,0.64,45000
236,236,236,88,0,37,10,23,0.8500000000000002,45000
237,237,237,88,0,37,10,23,0.8500000000000002,45000
238,238,238,88,0,37,10,23,0.8500000000000002,45000
239,239,239,88,0,37,10,23,0.8500000000000002,45000
240,240,240,89,0,47,15,15,0.7500000000000001,45000
241,241,241,89,0,47,15,15,0.7500000000000001,45000
242,242,242,89,0,47,15,15,0.7500000000000001,45000
243,243,243,90,1,29,11,21,0.6900000000000001,45000
244,244,244,90,1,29,11,21,0.6900000000000001,45000
245,245,245,90,1,29,11,21,0.6900000000000001,45000
246,246,246,90,1,29,11,21,0.6900000000000001,45000
247,247,247,91,1,24,21,21,0.6900000000000001,45000
248,248,248,91,1,24,21,21,0.6900000000000001,45000
249,249,249,92,1,45,22,27,0.8100000000000002,45000
250,250,250,93,0,37,20,18,0.8500000000000002,45000
251,251,251,93,0,37,20,18,0.8500000000000002,45000
252,252,252,94,1,28,11,25,0.9400000000000004,45000
253,253,253,94,1,28,11,25,0.9400000000000004,45000
254,254,254,94,1,28,11,25,0.9400000000000004,45000
255,255,255,94,1,28,11,25,0.9400000000000004,45000
256,256,256,94,1,28,11,25,0.9400000000000004,45000
257,257,257,95,1,25,13,22,0.6,45000
258,258,258,95,1,25,13,22,0.6,45000
259,259,259,96,0,42,20,18,0.9900000000000004,45000
260,260,260,96,0,48,13,12,0.9900000000000004,45000
261,261,261,96,0,42,19,27,0.9900000000000004,45000
262,262,262,97,1,47,21,22,0.9400000000000004,45000
263,263,263,98,1,45,17,25,0.62,45000
264,264,264,99,0,38,20,12,0.9900000000000004,45000
265,265,265,99,0,38,20,12,0.9900000000000004,45000
266,266,266,99,0,38,20,12,0.9900000000000004,45000
267,267,267,99,0,38,20,12,0.9900000000000004,45000
268,268,268,100,1,53,17,24,0.63,45000
269,269,269,101,0,41,20,15,0.9800000000000004,45000
270,270,270,101,0,41,20,15,0.9800000000000004,45000
271,271,271,101,0,41,20,15,0.9800000000000004,45000
272,272,272,102,0,25,10,14,0.9400000000000004,45000
273,273,273,102,0,25,10,14,0.9400000000000004,45000
274,274,274,102,0,25,10,14,0.9400000000000004,45000
275,275,275,102,0,25,10,14,0.9400000000000004,45000
276,276,276,102,0,25,10,14,0.9400000000000004,45000
277,277,277,102,0,25,10,14,0.9400000000000004,45000
278,278,278,102,0,25,10,14,0.9400000000000004,45000
279,279,279,102,0,25,10,14,0.9400000000000004,45000
280,280,280,102,0,25,10,14,0.9400000000000004,45000
281,281,281,102,0,25,10,14,0.9400000000000004,45000
282,282,282,102,0,25,10,14,0.9400000000000004,45000
283,283,283,102,0,25,10,14,0.9400000000000004,45000
284,284,284,103,1,30,17,23,0.9200000000000004,45000
285,285,285,103,1,30,17,23,0.9200000000000004,45000
286,286,286,103,1,30,17,23,0.9200000000000004,45000
287,287,287,104,1,34,12,23,0.6,45000
288,288,288,104,1,34,12,23,0.6,45000
289,289,289,105,1,54,21,20,0.7300000000000001,45000
290,290,290,106,0,32,11,22,0.7500000000000001,45000
291,291,291,106,0,32,11,22,0.7500000000000001,45000
292,292,292,106,0,32,11,22,0.7500000000000001,45000
293,293,293,106,0,32,11,22,0.7500000000000001,45000
294,294,294,107,0,31,22,21,0.65,45000
295,295,295,107,0,31,22,21,0.65,45000
296,296,296,108,0,47,16,23,0.8000000000000002,45000
297,297,297,108,0,47,16,23,0.8000000000000002,45000
298,298,298,109,0,43,11,23,0.9500000000000004,45000
299,299,299,109,0,43,11,23,0.9500000000000004,45000
300,300,300,109,0,43,11,23,0.9500000000000004,45000
301,301,301,110,0,40,21,25,1.0000000000000004,45000
302,302,302,110,0,40,21,25,1.0000000000000004,45000
303,303,303,111,0,29,13,24,0.8300000000000002,45000
304,304,304,111,0,29,13,24,0.8300000000000002,45000
305,305,305,111,0,39,12,16,0.8300000000000002,45000
306,306,306,111,0,39,12,16,0.8300000000000002,45000
307,307,307,112,1,45,20,22,0.7000000000000001,45000
308,308,308,113,0,32,10,19,0.6900000000000001,45000
309,309,309,113,0,32,10,19,0.6900000000000001,45000
310,310,310,113,0,32,10,19,0.6900000000000001,45000
311,311,311,113,0,32,10,19,0.6900000000000001,45000
312,312,312,113,0,32,10,19,0.6900000000000001,45000
313,313,313,114,0,35,11,16,0.68,45000
314,314,314,114,0,35,11,16,0.68,45000
315,315,315,114,0,34,16,12,0.68,45000
316,316,316,114,0,34,16,12,0.68,45000
317,317,317,115,1,53,22,22,0.62,45000
318,318,318,116,0,38,16,24,0.9000000000000002,45000
319,319,319,116,0,38,16,24,0.9000000000000002,45000
320,320,320,117,0,43,19,16,0.7400000000000001,45000
321,321,321,117,0,43,19,16,0.7400000000000001,45000
322,322,322,118,1,26,17,20,0.68,45000
323,323,323,118,1,26,17,20,0.68,45000
324,324,324,118,1,26,17,20,0.68,45000
325,325,325,119,0,31,19,24,0.8500000000000002,45000
326,326,326,119,0,31,19,24,0.8500000000000002,45000
327,327,327,120,0,42,10,22,0.7400000000000001,45000
328,328,328,120,0,42,10,22,0.7400000000000001,45000
329,329,329,120,0,42,10,22,0.7400000000000001,45000
330,330,330,121,0,34,22,14,0.9700000000000004,45000
331,331,331,121,0,34,22,14,0.9700000000000004,45000
332,332,332,121,0,27,14,15,0.9700000000000004,45000
333,333,333,121,0,27,14,15,0.9700000000000004,45000
334,334,334,122,1,28,19,22,0.9900000000000004,45000
335,335,335,122,1,28,19,22,0.9900000000000004,45000
336,336,336,122,1,28,19,22,0.9900000000000004,45000
337,337,337,123,1,27,18,21,0.62,45000
338,338,338,123,1,27,18,21,0.62,45000
339,339,339,124,0,33,20,12,0.68,45000
340,340,340,124,0,33,20,12,0.68,45000
341,341,341,124,0,33,20,12,0.68,45000
342,342,342,125,1,50,16,26,0.8100000000000002,45000
343,343,343,126,0,48,14,18,0.9400000000000004,45000
344,344,344,126,0,48,14,18,0.9400000000000004,45000
345,345,345,126,0,48,14,18,0.9400000000000004,45000
346,346,346,127,0,37,11,15,0.7500000000000001,45000
347,347,347,127,0,37,11,15,0.7500000000000001,45000
348,348,348,127,0,37,11,15,0.7500000000000001,45000
349,349,349,127,0,37,11,15,0.7500000000000001,45000
350,350,350,127,0,37,11,15,0.7500000000000001,45000
351,351,351,128,0,47,13,21,0.7900000000000001,45000
352,352,352,128,0,47,13,21,0.7900000000000001,45000
353,353,353,129,0,48,10,21,0.6900000000000001,45000
354,354,354,129,0,48,10,21,0.6900000000000001,45000
355,355,355,129,0,48,10,21,0.6900000000000001,45000
356,356,356,130,1,43,21,13,0.68,45000
357,357,357,130,1,43,21,13,0.68,45000
358,358,358,131,1,27,13,22,0.68,45000
359,359,359,131,1,27,13,22,0.68,45000
360,360,360,131,1,27,13,22,0.68,45000
361,361,361,132,0,34,13,16,0.7400000000000001,45000
362,362,362,132,0,34,13,16,0.7400000000000001,45000
363,363,363,132,0,34,13,16,0.7400000000000001,45000
364,364,364,132,0,34,13,16,0.7400000000000001,45000
365,365,365,133,1,29,16,22,0.8000000000000002,45000
366,366,366,133,1,29,16,22,0.8000000000000002,45000
367,367,367,133,1,29,16,22,0.8000000000000002,45000
368,368,368,134,1,36,12,17,0.62,45000
369,369,369,134,1,36,12,17,0.62,45000
370,370,370,134,1,36,12,17,0.62,45000
371,371,371,135,1,29,17,21,0.66,45000
372,372,372,135,1,29,17,21,0.66,45000
373,373,373,136,0,48,15,26,0.9000000000000002,45000
374,374,374,136,0,48,15,26,0.9000000000000002,45000
375,375,375,137,0,50,13,16,0.8600000000000002,45000
376,376,376,137,0,50,13,16,0.8600000000000002,45000
377,377,377,137,0,50,13,16,0.8600000000000002,45000
378,378,378,138,0,32,11,19,0.7400000000000001,45000
379,379,379,138,0,32,11,19,0.7400000000000001,45000
380,380,380,138,0,32,11,19,0.7400000000000001,45000
381,381,381,138,0,32,11,19,0.7400000000000001,45000
382,382,382,139,0,49,14,27,1.0000000000000004,45000
383,383,383,139,0,49,14,27,1.0000000000000004,45000
384,384,384,140,0,26,10,27,0.9600000000000004,45000
385,385,385,140,0,26,10,27,0.9600000000000004,45000
386,386,386,140,0,26,10,27,0.9600000000000004,45000
387,387,387,140,0,26,10,27,0.9600000000000004,45000
388,388,388,140,0,50,11,13,0.9600000000000004,45000
389,389,389,140,0,50,11,13,0.9600000000000004,45000
390,390,390,141,0,37,11,25,0.8600000000000002,45000
391,391,391,141,0,37,11,25,0.8600000000000002,45000
392,392,392,141,0,37,11,25,0.8600000000000002,45000
393,393,393,142,0,43,14,20,0.65,45000
394,394,394,142,0,43,14,20,0.65,45000
395,395,395,143,0,42,16,27,0.8400000000000002,45000
396,396,396,143,0,42,16,27,0.8400000000000002,45000
397,397,397,144,1,25,10,15,0.61,45000
398,398,398,144,1,25,10,15,0.61,45000
399,399,399,144,1,25,10,15,0.61,45000
400,400,400,144,1,25,10,15,0.61,45000
401,401,401,144,1,30,14,20,0.61,45000
402,402,402,145,0,42,21,16,0.7600000000000001,45000
403,403,403,145,0,42,21,16,0.7600000000000001,45000
404,404,404,146,0,27,15,13,0.8400000000000002,45000
405,405,405,146,0,27,15,13,0.8400000000000002,45000
406,406,406,146,0,27,15,13,0.8400000000000002,45000
407,407,407,146,0,27,15,13,0.8400000000000002,45000
408,408,408,146,0,27,15,13,0.8400000000000002,45000
409,409,409,146,0,27,15,13,0.8400000000000002,45000
410,410,410,146,0,27,15,13,0.8400000000000002,45000
411,411,411,147,1,45,18,15,0.63,45000
412,412,412,147,1,45,18,15,0.63,45000
413,413,413,148,0,50,15,16,0.62,45000
414,414,414,148,0,50,15,16,0.62,45000
415,415,415,149,0,40,16,19,0.9000000000000002,45000
416,416,416,149,0,40,16,19,0.9000000000000002,45000
417,417,417,149,0,40,16,19,0.9000000000000002,45000
418,418,418,150,1,47,22,17,0.65,45000
419,419,419,151,1,36,19,27,0.7900000000000001,45000
420,420,420,152,0,32,18,12,0.9500000000000004,45000
421,421,421,152,0,32,18,12,0.9500000000000004,45000
422,422,422,152,0,50,18,27,0.9500000000000004,45000
423,423,423,153,0,47,13,22,0.8300000000000002,45000
424,424,424,153,0,47,13,22,0.8300000000000002,45000
425,425,425,154,0,30,10,27,0.9500000000000004,45000
426,426,426,154,0,30,10,27,0.9500000000000004,45000
427,427,427,154,0,30,10,27,0.9500000000000004,45000
428,428,428,154,0,30,10,27,0.9500000000000004,45000
429,429,429,154,0,30,10,27,0.9500000000000004,45000
430,430,430,155,1,30,22,12,0.8300000000000002,45000
431,431,431,155,1,30,22,12,0.8300000000000002,45000
432,432,432,155,1,30,22,12,0.8300000000000002,45000
433,433,433,155,1,30,22,12,0.8300000000000002,45000
434,434,434,156,0,50,18,21,1.0000000000000004,45000
435,435,435,156,0,50,18,21,1.0000000000000004,45000
436,436,436,157,1,46,22,15,0.62,45000
437,437,437,158,1,42,20,14,0.67,45000
438,438,438,158,1,42,20,14,0.67,45000
439,439,439,159,0,32,19,16,0.7000000000000001,45000
440,440,440,159,0,32,19,16,0.7000000000000001,45000
441,441,441,159,0,32,19,16,0.7000000000000001,45000
442,442,442,160,0,42,10,19,0.8400000000000002,45000
443,443,443,160,0,42,10,19,0.8400000000000002,45000
444,444,444,160,0,42,10,19,0.8400000000000002,45000
445,445,445,160,0,42,10,19,0.8400000000000002,45000
446,446,446,161,1,42,16,26,0.7700000000000001,45000
447,447,447,162,0,40,22,20,1.0000000000000004,45000
448,448,448,162,0,40,22,20,1.0000000000000004,45000
449,449,449,163,0,36,10,20,0.8900000000000002,45000
450,450,450,163,0,36,10,20,0.8900000000000002,45000
451,451,451,163,0,36,10,20,0.8900000000000002,45000
452,452,452,163,0,36,10,20,0.8900000000000002,45000
453,453,453,163,0,36,10,20,0.8900000000000002,45000
454,454,454,164,0,37,14,24,0.9300000000000004,45000
455,455,455,164,0,37,14,24,0.9300000000000004,45000
456,456,456,164,0,37,14,24,0.9300000000000004,45000
457,457,457,165,1,41,16,18,0.61,45000
458,458,458,165,1,54,12,14,0.61,45000
459,459,459,166,0,47,20,16,0.7200000000000001,45000
460,460,460,166,0,47,20,16,0.7200000000000001,45000
461,461,461,167,1,30,19,20,0.7300000000000001,45000
462,462,462,167,1,30,19,20,0.7300000000000001,45000
463,463,463,168,0,24,14,17,0.8400000000000002,45000
464,464,464,168,0,24,14,17,0.8400000000000002,45000
465,465,465,168,0,24,14,17,0.8400000000000002,45000
466,466,466,168,0,24,14,17,0.8400000000000002,45000
467,467,467,168,0,24,14,17,0.8400000000000002,45000
468,468,468,168,0,24,14,17,0.8400000000000002,45000
469,469,469,169,1,33,22,20,0.63,45000
470,470,470,170,0,39,16,21,0.8100000000000002,45000
471,471,471,170,0,39,16,21,0.8100000000000002,45000
472,472,472,171,0,50,17,12,0.8000000000000002,45000
473,473,473,171,0,50,17,12,0.8000000000000002,45000
474,474,474,171,0,50,17,12,0.8000000000000002,45000
475,475,475,172,1,25,12,13,0.7500000000000001,45000
476,476,476,172,1,25,12,13,0.7500000000000001,45000
477,477,477,172,1,25,12,13,0.7500000000000001,45000
478,478,478,172,1,25,12,13,0.7500000000000001,45000
479,479,479,172,1,25,12,13,0.7500000000000001,45000
480,480,480,172,1,25,12,13,0.7500000000000001,45000
481,481,481,172,1,25,12,13,0.7500000000000001,45000
482,482,482,172,1,25,12,13,0.7500000000000001,45000
483,483,483,173,0,40,11,17,0.8900000000000002,45000
484,484,484,173,0,40,11,17,0.8900000000000002,45000
485,485,485,173,0,40,11,17,0.8900000000000002,45000
486,486,486,173,0,40,11,17,0.8900000000000002,45000
487,487,487,173,0,40,11,17,0.8900000000000002,45000
488,488,488,174,0,35,21,21,0.7900000000000001,45000
489,489,489,174,0,35,21,21,0.7900000000000001,45000
490,490,490,175,0,36,15,13,0.8600000000000002,45000
491,491,491,175,0,36,15,13,0.8600000000000002,45000
492,492,492,175,0,36,15,13,0.8600000000000002,45000
493,493,493,175,0,36,15,13,0.8600000000000002,45000
494,494,494,176,1,40,21,25,0.7700000000000001,45000
495,495,495,177,0,34,18,16,0.9400000000000004,45000
496,496,496,177,0,41,11,13,0.9400000000000004,45000
497,497,497,177,0,35,18,21,0.9400000000000004,45000
498,498,498,177,0,24,10,15,0.9400000000000004,45000
499,499,499,178,0,49,22,16,0.8600000000000002,45000
500,500,500,178,0,49,22,16,0.8600000000000002,45000
501,501,501,179,0,49,19,20,0.8700000000000002,45000
502,502,502,179,0,49,19,20,0.8700000000000002,45000
503,503,503,180,0,51,13,15,0.8200000000000002,45000
504,504,504,180,0,51,13,15,0.8200000000000002,45000
505,505,505,180,0,51,13,15,0.8200000000000002,45000
506,506,506,181,0,34,21,26,0.8900000000000002,45000
507,507,507,181,0,34,21,26,0.8900000000000002,45000
508,508,508,182,0,42,19,22,0.9900000000000004,45000
509,509,509,182,0,42,19,22,0.9900000000000004,45000
510,510,510,183,0,41,12,23,0.7700000000000001,45000
