,Unnamed: 0,发车号,if_loaded,SKU长度,SKU宽度,SKU高度,load_parameter,车辆总容积(m3)
93,93,36,1,37,14,13,0.66,45000
94,94,36,1,49,12,17,0.66,45000
95,95,37,1,49,21,15,0.68,45000
96,96,37,1,31,15,18,0.68,45000
97,97,38,1,52,10,17,0.7500000000000001,45000
98,98,38,1,52,10,17,0.7500000000000001,45000
99,99,38,1,52,10,17,0.7500000000000001,45000
100,100,39,0,33,17,21,0.7700000000000001,45000
101,101,39,0,33,17,21,0.7700000000000001,45000
102,102,40,0,33,11,25,0.68,45000
103,103,40,0,37,10,18,0.68,45000
104,104,40,0,28,11,26,0.68,45000
105,105,41,1,46,19,25,0.7500000000000001,45000
106,106,42,0,49,15,13,0.9500000000000004,45000
107,107,42,0,44,22,16,0.9500000000000004,45000
108,108,42,0,26,14,18,0.9500000000000004,45000
109,109,42,0,49,15,13,0.9500000000000004,45000
110,110,43,0,30,22,12,0.9600000000000004,45000
111,111,43,0,30,22,12,0.9600000000000004,45000
112,112,43,0,37,17,23,0.9600000000000004,45000
113,113,44,1,52,18,12,0.6,45000
114,114,44,1,52,18,12,0.6,45000
115,115,45,0,41,15,14,0.8000000000000002,45000
116,116,45,0,49,11,21,0.8000000000000002,45000
117,117,45,0,30,18,17,0.8000000000000002,45000
118,118,46,1,50,22,17,0.7300000000000001,45000
119,119,47,0,28,14,13,0.8100000000000002,45000
120,120,47,0,28,14,13,0.8100000000000002,45000
121,121,47,0,51,13,19,0.8100000000000002,45000
122,122,47,0,43,20,13,0.8100000000000002,45000
123,123,48,0,34,12,20,0.64,45000
124,124,48,0,52,15,20,0.64,45000
125,125,49,0,30,11,12,0.8000000000000002,45000
126,126,49,0,34,20,12,0.8000000000000002,45000
127,127,49,0,34,20,12,0.8000000000000002,45000
128,128,49,0,30,11,12,0.8000000000000002,45000
129,129,49,0,44,13,13,0.8000000000000002,45000
130,130,49,0,30,11,12,0.8000000000000002,45000
131,131,50,0,32,12,16,0.9000000000000002,45000
132,132,50,0,25,20,17,0.9000000000000002,45000
133,133,50,0,32,12,16,0.9000000000000002,45000
134,134,50,0,40,12,21,0.9000000000000002,45000
135,135,50,0,25,20,17,0.9000000000000002,45000
136,136,51,1,37,10,12,0.63,45000
137,137,51,1,37,10,12,0.63,45000
138,138,52,1,29,11,12,0.9600000000000004,45000
139,139,52,1,29,11,12,0.9600000000000004,45000
140,140,52,1,29,11,12,0.9600000000000004,45000
141,141,52,1,24,19,27,0.9600000000000004,45000
142,142,52,1,29,11,12,0.9600000000000004,45000
143,143,52,1,29,11,12,0.9600000000000004,45000
144,144,53,0,44,15,17,0.8500000000000002,45000
145,145,53,0,32,15,27,0.8500000000000002,45000
146,146,54,0,35,13,16,0.8900000000000002,45000
147,147,54,0,24,16,15,0.8900000000000002,45000
148,148,54,0,24,16,15,0.8900000000000002,45000
149,149,54,0,38,20,16,0.8900000000000002,45000
150,150,54,0,35,13,16,0.8900000000000002,45000
151,151,55,0,27,12,26,1.0000000000000004,45000
152,152,55,0,35,22,12,1.0000000000000004,45000
153,153,55,0,35,22,12,1.0000000000000004,45000
154,154,56,0,37,20,24,0.8700000000000002,45000
155,155,56,0,37,20,24,0.8700000000000002,45000
156,156,57,1,52,13,16,0.7900000000000001,45000
157,157,57,1,33,11,13,0.7900000000000001,45000
158,158,57,1,52,13,16,0.7900000000000001,45000
159,159,58,0,42,20,16,0.6900000000000001,45000
160,160,58,0,42,20,16,0.6900000000000001,45000
161,161,59,1,48,18,19,0.6,45000
162,162,59,1,47,10,15,0.6,45000
163,163,60,0,42,20,23,0.8000000000000002,45000
164,164,60,0,47,17,15,0.8000000000000002,45000
165,165,61,0,42,12,18,0.8400000000000002,45000
166,166,61,0,24,13,20,0.8400000000000002,45000
167,167,61,0,24,13,20,0.8400000000000002,45000
168,168,61,0,26,16,19,0.8400000000000002,45000
169,169,61,0,26,16,19,0.8400000000000002,45000
170,170,62,1,50,10,16,0.8800000000000002,45000
171,171,62,1,36,20,17,0.8800000000000002,45000
172,172,63,0,28,19,26,0.9400000000000004,45000
173,173,63,0,44,15,20,0.9400000000000004,45000
174,174,63,0,45,12,13,0.9400000000000004,45000
175,175,63,0,29,18,14,0.9400000000000004,45000
176,176,64,0,33,16,12,0.8000000000000002,45000
177,177,64,0,32,10,22,0.8000000000000002,45000
178,178,64,0,32,10,22,0.8000000000000002,45000
179,179,65,0,53,12,17,0.7500000000000001,45000
180,180,65,0,25,17,16,0.7500000000000001,45000
181,181,65,0,25,17,16,0.7500000000000001,45000
182,182,66,1,37,12,15,0.67,45000
183,183,66,1,37,12,15,0.67,45000
184,184,66,1,37,12,15,0.67,45000
185,185,67,1,24,22,26,0.61,45000
186,186,67,1,28,11,17,0.61,45000
187,187,67,1,28,11,17,0.61,45000
188,188,68,0,38,14,14,0.8700000000000002,45000
189,189,68,0,38,14,14,0.8700000000000002,45000
190,190,68,0,24,21,23,0.8700000000000002,45000
191,191,68,0,38,14,14,0.8700000000000002,45000
192,192,69,1,25,18,22,0.6,45000
193,193,69,1,25,18,22,0.6,45000
194,194,70,0,29,20,15,0.7500000000000001,45000
195,195,70,0,41,16,13,0.7500000000000001,45000
196,196,70,0,31,22,21,0.7500000000000001,45000
197,197,71,1,49,19,26,0.7300000000000001,45000
198,198,72,1,39,22,18,0.68,45000
199,199,73,0,36,10,23,0.9700000000000004,45000
200,200,73,0,35,18,24,0.9700000000000004,45000
201,201,73,0,35,18,24,0.9700000000000004,45000
202,202,74,1,48,22,14,0.7000000000000001,45000
203,203,74,1,32,15,12,0.7000000000000001,45000
204,204,75,0,26,20,25,0.9000000000000002,45000
205,205,75,0,26,20,25,0.9000000000000002,45000
206,206,75,0,38,22,13,0.9000000000000002,45000
207,207,76,0,30,17,14,0.8900000000000002,45000
208,208,76,0,24,22,14,0.8900000000000002,45000
209,209,76,0,30,17,14,0.8900000000000002,45000
210,210,76,0,38,19,15,0.8900000000000002,45000
211,211,76,0,30,17,14,0.8900000000000002,45000
212,212,77,1,53,21,25,0.7100000000000001,45000
213,213,78,0,27,21,13,0.7400000000000001,45000
214,214,78,0,48,21,25,0.7400000000000001,45000
215,215,79,0,43,10,13,0.65,45000
216,216,79,0,32,20,17,0.65,45000
217,217,79,0,32,20,17,0.65,45000
218,218,80,1,40,10,17,0.63,45000
219,219,80,1,30,19,20,0.63,45000
220,220,81,1,27,14,21,0.7500000000000001,45000
221,221,81,1,27,14,21,0.7500000000000001,45000
222,222,81,1,27,14,21,0.7500000000000001,45000
223,223,82,0,32,15,25,0.9000000000000002,45000
224,224,82,0,32,15,25,0.9000000000000002,45000
225,225,82,0,46,11,14,0.9000000000000002,45000
226,226,83,0,54,15,16,0.8000000000000002,45000
227,227,83,0,54,15,16,0.8000000000000002,45000
228,228,83,0,25,17,12,0.8000000000000002,45000
229,229,84,1,44,21,18,0.6,45000
230,230,84,1,25,17,12,0.6,45000
231,231,84,1,25,17,12,0.6,45000
232,232,85,0,52,19,18,0.8000000000000002,45000
233,233,85,0,52,19,18,0.8000000000000002,45000
234,234,86,0,52,20,24,0.9900000000000004,45000
235,235,86,0,36,13,22,0.9900000000000004,45000
236,236,87,1,28,18,19,0.61,45000
237,237,87,1,28,18,19,0.61,45000
238,238,88,1,46,19,25,0.8800000000000002,45000
239,239,89,0,43,16,18,0.68,45000
240,240,89,0,32,19,22,0.68,45000
241,241,90,1,24,11,22,0.67,45000
242,242,90,1,24,11,22,0.67,45000
243,243,90,1,24,11,22,0.67,45000
244,244,91,0,25,12,22,0.9400000000000004,45000
245,245,91,0,40,17,20,0.9400000000000004,45000
246,246,91,0,25,12,22,0.9400000000000004,45000
247,247,91,0,54,10,15,0.9400000000000004,45000
248,248,92,0,30,15,27,0.67,45000
249,249,92,0,44,16,15,0.67,45000
250,250,92,0,32,16,13,0.67,45000
251,251,93,0,51,17,13,0.8900000000000002,45000
252,252,93,0,46,17,13,0.8900000000000002,45000
253,253,93,0,27,22,12,0.8900000000000002,45000
254,254,93,0,51,17,13,0.8900000000000002,45000
255,255,94,0,40,11,17,0.9300000000000004,45000
256,256,94,0,40,11,17,0.9300000000000004,45000
257,257,94,0,40,11,17,0.9300000000000004,45000
258,258,94,0,28,18,23,0.9300000000000004,45000
259,259,94,0,50,12,13,0.9300000000000004,45000
260,260,95,1,51,18,27,0.9300000000000004,45000
261,261,96,1,54,17,15,0.62,45000
262,262,96,1,36,14,17,0.62,45000
263,263,97,1,50,21,27,0.7300000000000001,45000
264,264,98,1,30,15,13,0.8200000000000002,45000
265,265,98,1,32,11,27,0.8200000000000002,45000
266,266,98,1,30,15,13,0.8200000000000002,45000
267,267,98,1,32,11,27,0.8200000000000002,45000
268,268,99,0,34,21,24,0.9900000000000004,45000
269,269,99,0,34,21,24,0.9900000000000004,45000
270,270,100,0,26,12,27,0.64,45000
271,271,100,0,49,14,16,0.64,45000
272,272,100,0,26,12,27,0.64,45000
273,273,101,0,30,13,18,0.8300000000000002,45000
274,274,101,0,51,22,13,0.8300000000000002,45000
275,275,101,0,30,13,18,0.8300000000000002,45000
276,276,101,0,30,13,18,0.8300000000000002,45000
277,277,102,0,49,22,18,0.9800000000000004,45000
278,278,102,0,49,22,18,0.9800000000000004,45000
279,279,103,0,49,17,17,0.7700000000000001,45000
280,280,103,0,25,17,20,0.7700000000000001,45000
281,281,103,0,27,13,20,0.7700000000000001,45000
282,282,104,1,25,22,15,0.6900000000000001,45000
283,283,104,1,25,22,15,0.6900000000000001,45000
284,284,105,1,34,17,24,0.61,45000
285,285,106,1,45,18,24,0.9500000000000004,45000
286,286,106,1,28,14,15,0.9500000000000004,45000
287,287,107,0,34,19,13,0.9900000000000004,45000
288,288,107,0,34,19,13,0.9900000000000004,45000
289,289,107,0,34,19,13,0.9900000000000004,45000
290,290,107,0,46,13,12,0.9900000000000004,45000
291,291,107,0,46,13,12,0.9900000000000004,45000
292,292,108,0,37,17,20,0.63,45000
293,293,108,0,37,17,20,0.63,45000
294,294,109,0,40,21,21,0.8900000000000002,45000
295,295,109,0,40,21,21,0.8900000000000002,45000
296,296,110,1,29,10,24,0.8600000000000002,45000
297,297,110,1,29,10,24,0.8600000000000002,45000
298,298,110,1,30,10,13,0.8600000000000002,45000
299,299,110,1,29,10,24,0.8600000000000002,45000
300,300,111,0,37,16,21,0.9900000000000004,45000
301,301,111,0,50,15,14,0.9900000000000004,45000
302,302,111,0,50,15,16,0.9900000000000004,45000
303,303,112,0,47,13,16,0.9100000000000004,45000
304,304,112,0,34,22,26,0.9100000000000004,45000
305,305,112,0,47,13,16,0.9100000000000004,45000
306,306,113,0,36,10,27,0.8400000000000002,45000
307,307,113,0,41,12,24,0.8400000000000002,45000
308,308,113,0,53,10,14,0.8400000000000002,45000
309,309,114,0,27,17,17,0.9000000000000002,45000
310,310,114,0,27,17,17,0.9000000000000002,45000
311,311,114,0,28,17,20,0.9000000000000002,45000
312,312,114,0,33,16,17,0.9000000000000002,45000
313,313,115,1,47,13,16,0.7000000000000001,45000
314,314,115,1,46,10,21,0.7000000000000001,45000
315,315,115,1,24,13,18,0.7000000000000001,45000
316,316,116,0,46,13,24,0.63,45000
317,317,116,0,26,14,26,0.63,45000
318,318,117,0,51,15,12,0.7100000000000001,45000
319,319,117,0,51,15,12,0.7100000000000001,45000
320,320,117,0,51,15,12,0.7100000000000001,45000
321,321,118,0,26,19,19,0.7000000000000001,45000
322,322,118,0,46,20,21,0.7000000000000001,45000
323,323,119,1,40,20,25,0.8000000000000002,45000
324,324,120,0,27,19,18,0.7700000000000001,45000
325,325,120,0,50,17,24,0.7700000000000001,45000
326,326,121,1,32,11,17,0.66,45000
327,327,121,1,32,11,17,0.66,45000
328,328,121,1,27,10,25,0.66,45000
329,329,121,1,27,10,25,0.66,45000
330,330,122,0,41,15,22,0.9200000000000004,45000
331,331,122,0,39,19,13,0.9200000000000004,45000
332,332,122,0,41,15,22,0.9200000000000004,45000
333,333,123,1,46,22,26,0.8300000000000002,45000
334,334,124,0,41,20,25,0.7300000000000001,45000
335,335,124,0,43,10,25,0.7300000000000001,45000
336,336,125,0,51,13,19,0.8900000000000002,45000
337,337,125,0,51,13,19,0.8900000000000002,45000
338,338,125,0,32,13,17,0.8900000000000002,45000
339,339,126,0,54,21,20,1.0000000000000004,45000
340,340,126,0,35,21,16,1.0000000000000004,45000
341,341,126,0,50,14,14,1.0000000000000004,45000
342,342,127,1,30,18,24,0.7400000000000001,45000
343,343,127,1,32,19,17,0.7400000000000001,45000
344,344,128,0,32,11,18,0.6900000000000001,45000
345,345,128,0,53,18,22,0.6900000000000001,45000
346,346,129,0,29,16,25,0.7400000000000001,45000
347,347,129,0,39,11,27,0.7400000000000001,45000
348,348,130,0,40,15,16,0.9500000000000004,45000
349,349,130,0,37,13,16,0.9500000000000004,45000
350,350,130,0,40,17,21,0.9500000000000004,45000
351,351,131,0,33,22,25,0.8800000000000002,45000
352,352,131,0,33,22,25,0.8800000000000002,45000
353,353,132,0,34,16,13,0.7400000000000001,45000
354,354,132,0,32,22,25,0.7400000000000001,45000
355,355,133,0,38,19,20,0.7900000000000001,45000
356,356,133,0,42,20,14,0.7900000000000001,45000
357,357,134,0,53,14,21,1.0000000000000004,45000
358,358,134,0,53,14,21,1.0000000000000004,45000
359,359,134,0,35,13,13,1.0000000000000004,45000
360,360,135,1,53,18,15,0.9100000000000004,45000
361,361,135,1,53,18,15,0.9100000000000004,45000
362,362,136,0,28,12,22,0.7900000000000001,45000
363,363,136,0,28,12,22,0.7900000000000001,45000
364,364,136,0,51,17,20,0.7900000000000001,45000
365,365,137,0,31,16,17,0.8800000000000002,45000
366,366,137,0,45,20,15,0.8800000000000002,45000
367,367,137,0,40,13,18,0.8800000000000002,45000
368,368,138,0,24,21,26,0.7800000000000001,45000
369,369,138,0,38,13,15,0.7800000000000001,45000
370,370,138,0,38,12,17,0.7800000000000001,45000
371,371,139,0,37,11,26,0.8300000000000002,45000
372,372,139,0,37,11,26,0.8300000000000002,45000
373,373,139,0,32,11,20,0.8300000000000002,45000
374,374,139,0,32,11,20,0.8300000000000002,45000
375,375,140,1,30,16,16,0.61,45000
376,376,140,1,30,16,16,0.61,45000
377,377,141,0,31,22,19,0.9000000000000002,45000
378,378,141,0,31,22,19,0.9000000000000002,45000
379,379,141,0,45,18,14,0.9000000000000002,45000
380,380,142,0,47,16,27,0.9500000000000004,45000
381,381,142,0,47,16,27,0.9500000000000004,45000
382,382,143,1,40,21,22,0.7400000000000001,45000
383,383,144,1,37,20,16,0.8500000000000002,45000
384,384,144,1,30,10,25,0.8500000000000002,45000
385,385,144,1,30,10,25,0.8500000000000002,45000
386,386,145,0,46,19,19,0.6900000000000001,45000
387,387,145,0,41,13,20,0.6900000000000001,45000
388,388,146,0,47,11,26,0.68,45000
389,389,146,0,54,20,14,0.68,45000
390,390,147,0,27,14,23,0.9300000000000004,45000
391,391,147,0,49,18,26,0.9300000000000004,45000
392,392,147,0,28,16,21,0.9300000000000004,45000
393,393,148,0,33,18,19,0.8700000000000002,45000
394,394,148,0,52,17,20,0.8700000000000002,45000
395,395,149,1,44,22,18,0.64,45000
396,396,150,0,43,22,16,0.9900000000000004,45000
397,397,150,0,43,22,16,0.9900000000000004,45000
398,398,151,0,29,14,18,0.9800000000000004,45000
399,399,151,0,24,17,27,0.9800000000000004,45000
400,400,151,0,54,19,25,0.9800000000000004,45000
401,401,152,0,44,18,16,0.9900000000000004,45000
402,402,152,0,52,20,24,0.9900000000000004,45000
403,403,153,1,51,12,15,0.9800000000000004,45000
404,404,153,1,51,12,15,0.9800000000000004,45000
405,405,153,1,51,12,15,0.9800000000000004,45000
406,406,154,0,48,16,18,0.9500000000000004,45000
407,407,154,0,48,16,18,0.9500000000000004,45000
408,408,155,0,44,14,16,0.8300000000000002,45000
409,409,155,0,51,10,12,0.8300000000000002,45000
410,410,155,0,53,16,18,0.8300000000000002,45000
411,411,156,1,49,22,22,0.7600000000000001,45000
412,412,157,0,35,11,27,0.9900000000000004,45000
413,413,157,0,35,11,27,0.9900000000000004,45000
414,414,157,0,35,11,27,0.9900000000000004,45000
415,415,157,0,52,13,18,0.9900000000000004,45000
416,416,158,1,30,19,12,0.62,45000
417,417,158,1,40,18,14,0.62,45000
418,418,159,1,52,12,27,0.7700000000000001,45000
419,419,159,1,39,12,18,0.7700000000000001,45000
420,420,160,1,36,16,15,0.7000000000000001,45000
421,421,160,1,36,16,15,0.7000000000000001,45000
422,422,161,0,31,10,19,0.67,45000
423,423,161,0,31,10,17,0.67,45000
424,424,161,0,39,21,13,0.67,45000
425,425,162,0,29,15,19,0.9000000000000002,45000
426,426,162,0,54,16,21,0.9000000000000002,45000
427,427,162,0,29,15,19,0.9000000000000002,45000
428,428,163,1,27,19,12,0.7400000000000001,45000
429,429,163,1,52,15,18,0.7400000000000001,45000
430,430,164,0,29,15,27,0.8600000000000002,45000
431,431,164,0,29,15,27,0.8600000000000002,45000
432,432,164,0,29,15,27,0.8600000000000002,45000
433,433,165,0,33,22,15,0.8400000000000002,45000
434,434,165,0,42,18,24,0.8400000000000002,45000
435,435,165,0,28,13,21,0.8400000000000002,45000
436,436,166,1,51,18,17,0.7200000000000001,45000
437,437,166,1,43,11,18,0.7200000000000001,45000
438,438,167,1,45,19,21,0.6,45000
439,439,168,1,26,19,13,0.6900000000000001,45000
440,440,168,1,26,19,13,0.6900000000000001,45000
441,441,168,1,30,22,23,0.6900000000000001,45000
442,442,169,0,34,12,16,0.9200000000000004,45000
443,443,169,0,34,12,16,0.9200000000000004,45000
444,444,169,0,47,16,20,0.9200000000000004,45000
445,445,170,0,41,22,17,0.9400000000000004,45000
446,446,170,0,54,17,15,0.9400000000000004,45000
447,447,170,0,30,14,25,0.9400000000000004,45000
448,448,171,0,31,10,18,0.9300000000000004,45000
449,449,171,0,25,18,23,0.9300000000000004,45000
450,450,171,0,49,11,22,0.9300000000000004,45000
451,451,171,0,24,13,22,0.9300000000000004,45000
452,452,172,0,34,11,21,0.8000000000000002,45000
453,453,172,0,30,22,26,0.8000000000000002,45000
454,454,172,0,46,12,13,0.8000000000000002,45000
455,455,173,0,38,10,24,0.7300000000000001,45000
456,456,173,0,38,10,24,0.7300000000000001,45000
457,457,173,0,38,10,24,0.7300000000000001,45000
458,458,174,1,25,11,27,0.65,45000
459,459,174,1,33,12,15,0.65,45000
460,460,174,1,44,19,15,0.65,45000
461,461,175,0,48,14,20,0.8200000000000002,45000
462,462,175,0,30,21,18,0.8200000000000002,45000
463,463,176,0,29,10,13,0.9000000000000002,45000
464,464,176,0,33,13,26,0.9000000000000002,45000
465,465,176,0,46,17,19,0.9000000000000002,45000
466,466,176,0,24,15,18,0.9000000000000002,45000
467,467,177,0,42,14,25,1.0000000000000004,45000
468,468,177,0,40,15,13,1.0000000000000004,45000
469,469,177,0,29,22,14,1.0000000000000004,45000
470,470,178,1,46,11,13,0.7800000000000001,45000
471,471,178,1,46,11,13,0.7800000000000001,45000
472,472,179,1,42,22,24,0.6,45000
473,473,180,1,48,22,17,0.6,45000
474,474,181,1,28,21,24,0.8100000000000002,45000
475,475,182,0,24,17,21,0.9900000000000004,45000
476,476,182,0,29,22,18,0.9900000000000004,45000
477,477,182,0,24,17,21,0.9900000000000004,45000
478,478,182,0,24,17,21,0.9900000000000004,45000
479,479,183,0,38,22,21,0.7800000000000001,45000
480,480,183,0,49,16,14,0.7800000000000001,45000
481,481,184,1,25,17,12,0.7100000000000001,45000
482,482,184,1,39,12,25,0.7100000000000001,45000
483,483,184,1,26,14,23,0.7100000000000001,45000
484,484,185,0,33,22,27,0.8600000000000002,45000
485,485,185,0,35,22,22,0.8600000000000002,45000
486,486,186,0,50,16,19,0.61,45000
487,487,186,0,33,16,19,0.61,45000
488,488,187,1,36,17,24,0.7800000000000001,45000
489,489,187,1,30,16,22,0.7800000000000001,45000
490,490,188,0,42,14,18,0.6900000000000001,45000
491,491,188,0,35,11,24,0.6900000000000001,45000
492,492,188,0,36,16,14,0.6900000000000001,45000
493,493,189,1,52,19,12,0.66,45000
494,494,189,1,40,10,25,0.66,45000
495,495,190,1,41,18,20,0.64,45000
496,496,191,0,40,18,22,0.9900000000000004,45000
497,497,191,0,40,18,22,0.9900000000000004,45000
498,498,192,0,32,12,15,0.8200000000000002,45000
499,499,192,0,43,16,26,0.8200000000000002,45000
500,500,192,0,33,11,18,0.8200000000000002,45000
501,501,192,0,33,11,18,0.8200000000000002,45000
502,502,193,0,29,10,15,0.8500000000000002,45000
503,503,193,0,33,21,13,0.8500000000000002,45000
504,504,193,0,29,10,15,0.8500000000000002,45000
505,505,193,0,33,21,13,0.8500000000000002,45000
506,506,193,0,33,21,13,0.8500000000000002,45000
507,507,194,1,26,20,15,0.7700000000000001,45000
508,508,194,1,27,14,25,0.7700000000000001,45000
509,509,194,1,34,22,14,0.7700000000000001,45000
510,510,195,0,46,20,14,0.9900000000000004,45000
511,511,195,0,38,17,23,0.9900000000000004,45000
512,512,195,0,39,12,25,0.9900000000000004,45000
513,513,196,0,49,16,21,0.8000000000000002,45000
514,514,196,0,34,21,16,0.8000000000000002,45000
515,515,197,0,34,11,19,0.7500000000000001,45000
516,516,197,0,33,18,14,0.7500000000000001,45000
517,517,197,0,35,12,17,0.7500000000000001,45000
518,518,197,0,30,16,12,0.7500000000000001,45000
519,519,198,0,54,13,19,0.9500000000000004,45000
520,520,198,0,33,17,15,0.9500000000000004,45000
521,521,198,0,48,17,20,0.9500000000000004,45000
522,522,199,0,46,11,24,0.9200000000000004,45000
523,523,199,0,46,11,24,0.9200000000000004,45000
524,524,199,0,46,11,24,0.9200000000000004,45000
525,525,200,1,25,13,24,0.64,45000
526,526,200,1,32,16,25,0.64,45000
527,527,200,1,24,20,13,0.64,45000
528,528,201,1,26,22,21,0.7000000000000001,45000
529,529,201,1,26,22,21,0.7000000000000001,45000
530,530,202,1,51,18,15,0.61,45000
531,531,203,1,24,10,19,0.68,45000
532,532,203,1,33,13,14,0.68,45000
533,533,203,1,35,12,21,0.68,45000
534,534,203,1,33,13,14,0.68,45000
535,535,203,1,24,10,19,0.68,45000
536,536,204,0,51,21,14,0.8600000000000002,45000
537,537,204,0,51,21,14,0.8600000000000002,45000
538,538,204,0,31,12,20,0.8600000000000002,45000
539,539,205,1,41,18,14,0.6,45000
540,540,205,1,40,17,13,0.6,45000
541,541,206,0,30,14,13,0.9800000000000004,45000
542,542,206,0,28,19,16,0.9800000000000004,45000
543,543,206,0,28,19,16,0.9800000000000004,45000
544,544,206,0,49,11,15,0.9800000000000004,45000
545,545,206,0,34,17,22,0.9800000000000004,45000
546,546,207,1,45,18,25,0.7500000000000001,45000
547,547,208,1,45,20,27,0.62,45000
548,548,209,1,40,12,25,0.7000000000000001,45000
549,549,209,1,41,13,17,0.7000000000000001,45000
550,550,210,0,54,19,12,0.9100000000000004,45000
551,551,210,0,54,19,12,0.9100000000000004,45000
552,552,210,0,54,19,12,0.9100000000000004,45000
