,发车号,if_loaded,SKU长度,SKU宽度,SKU高度,load_parameter,车辆总容积(m3)
79,6,0,24,14,8,0.7800000000000001,45000
80,6,0,35,6,8,0.7800000000000001,45000
81,6,0,24,14,8,0.7800000000000001,45000
82,7,0,22,13,14,0.7500000000000001,45000
83,7,0,21,5,11,0.7500000000000001,45000
84,7,0,22,13,14,0.7500000000000001,45000
85,7,0,21,5,11,0.7500000000000001,45000
86,7,0,21,5,11,0.7500000000000001,45000
87,7,0,22,13,14,0.7500000000000001,45000
88,7,0,21,5,11,0.7500000000000001,45000
89,7,0,22,13,14,0.7500000000000001,45000
90,7,0,21,5,11,0.7500000000000001,45000
91,7,0,21,5,11,0.7500000000000001,45000
92,7,0,21,5,11,0.7500000000000001,45000
93,7,0,21,5,11,0.7500000000000001,45000
94,7,0,22,13,14,0.7500000000000001,45000
95,7,0,22,13,14,0.7500000000000001,45000
96,8,0,24,12,14,0.7500000000000001,45000
97,8,0,24,12,14,0.7500000000000001,45000
98,8,0,24,12,14,0.7500000000000001,45000
99,8,0,31,10,8,0.7500000000000001,45000
100,8,0,24,12,14,0.7500000000000001,45000
101,8,0,31,10,8,0.7500000000000001,45000
102,8,0,31,10,8,0.7500000000000001,45000
103,8,0,31,10,8,0.7500000000000001,45000
104,8,0,24,12,14,0.7500000000000001,45000
105,8,0,31,10,8,0.7500000000000001,45000
106,9,0,15,15,10,0.8000000000000002,45000
107,9,0,15,15,10,0.8000000000000002,45000
108,9,0,27,15,13,0.8000000000000002,45000
109,9,0,26,6,18,0.8000000000000002,45000
110,9,0,27,15,13,0.8000000000000002,45000
111,9,0,27,15,13,0.8000000000000002,45000
112,9,0,27,15,13,0.8000000000000002,45000
113,9,0,15,15,10,0.8000000000000002,45000
114,9,0,27,15,13,0.8000000000000002,45000
115,10,0,20,5,18,0.9500000000000003,45000
116,10,0,20,5,18,0.9500000000000003,45000
117,10,0,20,5,18,0.9500000000000003,45000
118,10,0,20,5,18,0.9500000000000003,45000
119,10,0,20,5,18,0.9500000000000003,45000
120,10,0,20,5,18,0.9500000000000003,45000
121,10,0,20,5,18,0.9500000000000003,45000
122,10,0,20,5,18,0.9500000000000003,45000
123,10,0,20,5,18,0.9500000000000003,45000
124,10,0,20,5,18,0.9500000000000003,45000
125,10,0,20,5,18,0.9500000000000003,45000
126,10,0,20,5,18,0.9500000000000003,45000
127,10,0,20,5,18,0.9500000000000003,45000
128,10,0,20,5,18,0.9500000000000003,45000
129,10,0,20,5,18,0.9500000000000003,45000
130,10,0,20,5,18,0.9500000000000003,45000
131,10,0,20,5,18,0.9500000000000003,45000
132,10,0,32,6,15,0.9500000000000003,45000
133,10,0,32,6,15,0.9500000000000003,45000
134,10,0,32,6,15,0.9500000000000003,45000
135,10,0,32,6,15,0.9500000000000003,45000
136,11,0,28,9,7,0.7700000000000001,45000
137,11,0,25,8,17,0.7700000000000001,45000
138,11,0,28,9,7,0.7700000000000001,45000
139,11,0,25,8,17,0.7700000000000001,45000
140,11,0,36,9,9,0.7700000000000001,45000
141,11,0,28,9,7,0.7700000000000001,45000
142,11,0,13,14,17,0.7700000000000001,45000
143,11,0,36,9,9,0.7700000000000001,45000
144,11,0,25,8,17,0.7700000000000001,45000
145,11,0,28,9,7,0.7700000000000001,45000
146,11,0,28,9,7,0.7700000000000001,45000
147,11,0,28,9,7,0.7700000000000001,45000
148,11,0,25,8,17,0.7700000000000001,45000
149,12,0,19,6,6,0.8100000000000002,45000
150,12,0,19,10,11,0.8100000000000002,45000
151,12,0,14,11,7,0.8100000000000002,45000
152,12,0,14,11,7,0.8100000000000002,45000
153,12,0,19,6,6,0.8100000000000002,45000
154,12,0,14,11,7,0.8100000000000002,45000
155,12,0,22,5,7,0.8100000000000002,45000
156,12,0,19,10,11,0.8100000000000002,45000
157,12,0,22,5,7,0.8100000000000002,45000
158,12,0,19,10,11,0.8100000000000002,45000
159,12,0,22,5,7,0.8100000000000002,45000
160,12,0,19,10,11,0.8100000000000002,45000
161,12,0,14,11,7,0.8100000000000002,45000
162,12,0,19,10,11,0.8100000000000002,45000
163,12,0,19,10,11,0.8100000000000002,45000
164,12,0,19,10,11,0.8100000000000002,45000
165,12,0,22,5,7,0.8100000000000002,45000
166,12,0,19,6,6,0.8100000000000002,45000
167,12,0,19,6,6,0.8100000000000002,45000
168,12,0,19,10,11,0.8100000000000002,45000
169,12,0,19,10,11,0.8100000000000002,45000
170,12,0,14,11,7,0.8100000000000002,45000
171,12,0,14,11,7,0.8100000000000002,45000
172,12,0,14,11,7,0.8100000000000002,45000
173,12,0,22,5,7,0.8100000000000002,45000
174,12,0,19,10,11,0.8100000000000002,45000
175,12,0,19,6,6,0.8100000000000002,45000
176,13,0,13,9,13,0.7200000000000001,45000
177,13,0,13,9,13,0.7200000000000001,45000
178,13,0,13,9,13,0.7200000000000001,45000
179,13,0,23,8,15,0.7200000000000001,45000
180,13,0,22,13,18,0.7200000000000001,45000
181,13,0,23,8,15,0.7200000000000001,45000
182,13,0,23,8,15,0.7200000000000001,45000
183,13,0,13,9,13,0.7200000000000001,45000
184,13,0,23,8,15,0.7200000000000001,45000
185,13,0,23,8,15,0.7200000000000001,45000
186,13,0,23,8,15,0.7200000000000001,45000
187,13,0,23,8,15,0.7200000000000001,45000
188,14,0,36,5,6,0.8800000000000002,45000
189,14,0,13,5,14,0.8800000000000002,45000
190,14,0,14,14,16,0.8800000000000002,45000
191,14,0,14,14,16,0.8800000000000002,45000
192,14,0,14,14,16,0.8800000000000002,45000
193,14,0,14,14,16,0.8800000000000002,45000
194,14,0,13,5,14,0.8800000000000002,45000
195,14,0,36,5,6,0.8800000000000002,45000
196,14,0,14,14,16,0.8800000000000002,45000
197,14,0,36,5,6,0.8800000000000002,45000
198,14,0,23,9,15,0.8800000000000002,45000
199,14,0,14,14,16,0.8800000000000002,45000
200,14,0,13,5,14,0.8800000000000002,45000
201,14,0,36,5,6,0.8800000000000002,45000
202,14,0,23,9,15,0.8800000000000002,45000
203,14,0,23,9,15,0.8800000000000002,45000
204,14,0,14,14,16,0.8800000000000002,45000
205,14,0,13,5,14,0.8800000000000002,45000
206,15,0,29,6,7,0.9900000000000003,45000
207,15,0,18,15,8,0.9900000000000003,45000
208,15,0,29,6,7,0.9900000000000003,45000
209,15,0,18,15,17,0.9900000000000003,45000
210,15,0,31,14,9,0.9900000000000003,45000
211,15,0,18,15,8,0.9900000000000003,45000
212,15,0,18,15,17,0.9900000000000003,45000
213,15,0,18,15,17,0.9900000000000003,45000
214,15,0,18,15,8,0.9900000000000003,45000
215,15,0,31,14,9,0.9900000000000003,45000
216,15,0,29,6,7,0.9900000000000003,45000
217,15,0,18,15,17,0.9900000000000003,45000
218,15,0,18,15,8,0.9900000000000003,45000
219,15,0,29,6,7,0.9900000000000003,45000
220,15,0,29,6,7,0.9900000000000003,45000
221,15,0,29,6,7,0.9900000000000003,45000
222,15,0,18,15,8,0.9900000000000003,45000
223,16,0,36,9,15,0.8000000000000002,45000
224,16,0,36,9,15,0.8000000000000002,45000
225,16,0,36,9,15,0.8000000000000002,45000
226,16,0,36,9,15,0.8000000000000002,45000
227,16,0,36,9,15,0.8000000000000002,45000
228,16,0,36,9,15,0.8000000000000002,45000
229,16,0,36,9,15,0.8000000000000002,45000
230,17,0,29,6,11,0.9500000000000003,45000
231,17,0,29,6,11,0.9500000000000003,45000
232,17,0,29,6,11,0.9500000000000003,45000
233,17,0,32,7,18,0.9500000000000003,45000
234,17,0,29,6,11,0.9500000000000003,45000
235,17,0,29,6,11,0.9500000000000003,45000
236,17,0,29,6,11,0.9500000000000003,45000
237,17,0,32,7,18,0.9500000000000003,45000
238,17,0,32,7,18,0.9500000000000003,45000
239,17,0,32,7,18,0.9500000000000003,45000
240,17,0,19,7,8,0.9500000000000003,45000
241,17,0,29,6,11,0.9500000000000003,45000
242,17,0,32,7,18,0.9500000000000003,45000
243,17,0,32,7,18,0.9500000000000003,45000
244,17,0,19,7,8,0.9500000000000003,45000
245,17,0,19,7,8,0.9500000000000003,45000
246,18,0,23,5,11,0.7300000000000001,45000
247,18,0,29,13,9,0.7300000000000001,45000
248,18,0,23,5,11,0.7300000000000001,45000
249,18,0,29,13,9,0.7300000000000001,45000
250,18,0,29,13,9,0.7300000000000001,45000
251,18,0,29,13,9,0.7300000000000001,45000
252,18,0,23,5,11,0.7300000000000001,45000
253,18,0,23,5,11,0.7300000000000001,45000
254,18,0,23,5,11,0.7300000000000001,45000
255,18,0,23,5,11,0.7300000000000001,45000
256,18,0,23,5,11,0.7300000000000001,45000
257,18,0,29,13,9,0.7300000000000001,45000
258,18,0,23,5,11,0.7300000000000001,45000
259,18,0,29,13,9,0.7300000000000001,45000
260,18,0,23,5,11,0.7300000000000001,45000
261,19,0,12,6,13,0.8900000000000002,45000
262,19,0,12,6,13,0.8900000000000002,45000
263,19,0,12,6,13,0.8900000000000002,45000
264,19,0,33,6,18,0.8900000000000002,45000
265,19,0,12,6,13,0.8900000000000002,45000
266,19,0,33,6,18,0.8900000000000002,45000
267,19,0,33,6,18,0.8900000000000002,45000
268,19,0,19,10,10,0.8900000000000002,45000
269,19,0,12,6,13,0.8900000000000002,45000
270,19,0,19,10,10,0.8900000000000002,45000
271,19,0,19,10,10,0.8900000000000002,45000
272,19,0,19,10,10,0.8900000000000002,45000
273,19,0,12,6,13,0.8900000000000002,45000
274,19,0,33,6,18,0.8900000000000002,45000
275,19,0,33,6,18,0.8900000000000002,45000
276,19,0,33,6,18,0.8900000000000002,45000
277,19,0,19,10,10,0.8900000000000002,45000
278,20,0,29,15,9,0.68,45000
279,20,0,29,15,9,0.68,45000
280,20,0,29,15,9,0.68,45000
281,20,0,29,15,9,0.68,45000
282,20,0,29,15,9,0.68,45000
283,20,0,29,15,9,0.68,45000
284,20,0,29,15,9,0.68,45000
285,21,0,30,6,16,0.7400000000000001,45000
286,21,0,20,12,13,0.7400000000000001,45000
287,21,0,20,12,13,0.7400000000000001,45000
288,21,0,35,11,16,0.7400000000000001,45000
289,21,0,30,6,16,0.7400000000000001,45000
290,21,0,30,6,16,0.7400000000000001,45000
291,21,0,20,12,13,0.7400000000000001,45000
292,21,0,35,11,16,0.7400000000000001,45000
293,21,0,30,6,16,0.7400000000000001,45000
294,22,0,22,8,14,0.8300000000000002,45000
295,22,0,21,15,14,0.8300000000000002,45000
296,22,0,13,13,7,0.8300000000000002,45000
297,22,0,22,8,14,0.8300000000000002,45000
298,22,0,22,8,14,0.8300000000000002,45000
299,22,0,22,8,14,0.8300000000000002,45000
300,22,0,13,13,7,0.8300000000000002,45000
301,22,0,21,15,14,0.8300000000000002,45000
302,22,0,21,15,14,0.8300000000000002,45000
303,22,0,22,8,14,0.8300000000000002,45000
304,22,0,22,8,14,0.8300000000000002,45000
305,22,0,13,13,7,0.8300000000000002,45000
306,22,0,21,15,14,0.8300000000000002,45000
307,23,0,19,10,14,0.7800000000000001,45000
308,23,0,19,10,14,0.7800000000000001,45000
309,23,0,14,15,10,0.7800000000000001,45000
310,23,0,14,15,10,0.7800000000000001,45000
311,23,0,14,15,10,0.7800000000000001,45000
312,23,0,14,15,10,0.7800000000000001,45000
313,23,0,14,15,10,0.7800000000000001,45000
314,23,0,14,15,10,0.7800000000000001,45000
315,23,0,19,10,14,0.7800000000000001,45000
316,23,0,14,15,11,0.7800000000000001,45000
317,23,0,14,15,10,0.7800000000000001,45000
318,23,0,14,15,10,0.7800000000000001,45000
319,23,0,14,8,11,0.7800000000000001,45000
320,23,0,14,8,11,0.7800000000000001,45000
321,23,0,14,15,10,0.7800000000000001,45000
322,23,0,19,10,14,0.7800000000000001,45000
323,24,0,17,15,15,0.8000000000000002,45000
324,24,0,34,13,6,0.8000000000000002,45000
325,24,0,28,13,11,0.8000000000000002,45000
326,24,0,28,13,11,0.8000000000000002,45000
327,24,0,28,13,11,0.8000000000000002,45000
328,24,0,17,15,15,0.8000000000000002,45000
329,24,0,17,15,15,0.8000000000000002,45000
330,24,0,28,13,11,0.8000000000000002,45000
331,24,0,28,13,11,0.8000000000000002,45000
332,25,0,32,5,10,0.9000000000000002,45000
333,25,0,29,13,6,0.9000000000000002,45000
334,25,0,33,8,8,0.9000000000000002,45000
335,25,0,32,5,10,0.9000000000000002,45000
336,25,0,19,15,15,0.9000000000000002,45000
337,25,0,29,13,6,0.9000000000000002,45000
338,25,0,19,15,15,0.9000000000000002,45000
339,25,0,19,15,15,0.9000000000000002,45000
340,25,0,29,13,6,0.9000000000000002,45000
341,25,0,19,15,15,0.9000000000000002,45000
342,25,0,32,5,10,0.9000000000000002,45000
343,25,0,29,13,6,0.9000000000000002,45000
344,25,0,33,8,8,0.9000000000000002,45000
345,25,0,29,13,6,0.9000000000000002,45000
346,25,0,33,8,8,0.9000000000000002,45000
347,26,0,22,5,14,0.9100000000000003,45000
348,26,0,21,14,17,0.9100000000000003,45000
349,26,0,31,10,17,0.9100000000000003,45000
350,26,0,21,14,17,0.9100000000000003,45000
351,26,0,31,10,17,0.9100000000000003,45000
352,26,0,21,14,17,0.9100000000000003,45000
353,26,0,29,8,16,0.9100000000000003,45000
354,26,0,22,5,14,0.9100000000000003,45000
355,26,0,22,5,14,0.9100000000000003,45000
356,26,0,21,14,17,0.9100000000000003,45000
357,27,0,36,9,6,0.8300000000000002,45000
358,27,0,36,9,6,0.8300000000000002,45000
359,27,0,13,15,8,0.8300000000000002,45000
360,27,0,36,9,6,0.8300000000000002,45000
361,27,0,36,9,6,0.8300000000000002,45000
362,27,0,13,15,8,0.8300000000000002,45000
363,27,0,36,9,6,0.8300000000000002,45000
364,27,0,13,15,8,0.8300000000000002,45000
365,27,0,36,9,6,0.8300000000000002,45000
366,27,0,36,9,6,0.8300000000000002,45000
367,27,0,36,9,6,0.8300000000000002,45000
368,27,0,13,15,8,0.8300000000000002,45000
369,27,0,36,9,6,0.8300000000000002,45000
370,27,0,36,9,6,0.8300000000000002,45000
371,27,0,13,15,8,0.8300000000000002,45000
372,27,0,13,15,8,0.8300000000000002,45000
373,27,0,36,9,6,0.8300000000000002,45000
374,27,0,36,9,6,0.8300000000000002,45000
375,27,0,13,15,8,0.8300000000000002,45000
376,27,0,36,9,6,0.8300000000000002,45000
377,28,0,28,14,14,0.9200000000000003,45000
378,28,0,16,9,12,0.9200000000000003,45000
379,28,0,16,9,12,0.9200000000000003,45000
380,28,0,16,9,12,0.9200000000000003,45000
381,28,0,16,9,12,0.9200000000000003,45000
382,28,0,28,14,14,0.9200000000000003,45000
383,28,0,16,9,12,0.9200000000000003,45000
384,28,0,16,9,12,0.9200000000000003,45000
385,28,0,28,14,14,0.9200000000000003,45000
386,28,0,28,14,14,0.9200000000000003,45000
387,28,0,28,14,14,0.9200000000000003,45000
388,28,0,16,9,12,0.9200000000000003,45000
389,29,0,16,12,9,0.65,45000
390,29,0,16,12,9,0.65,45000
391,29,0,16,12,9,0.65,45000
392,29,0,16,12,9,0.65,45000
393,29,0,16,12,9,0.65,45000
394,29,0,16,12,9,0.65,45000
395,29,0,16,12,9,0.65,45000
396,29,0,16,12,9,0.65,45000
397,29,0,16,12,9,0.65,45000
398,29,0,16,12,9,0.65,45000
399,29,0,16,12,9,0.65,45000
400,29,0,16,12,9,0.65,45000
401,29,0,16,12,9,0.65,45000
402,29,0,16,12,9,0.65,45000
403,29,0,16,12,9,0.65,45000
404,30,0,13,10,13,0.9800000000000003,45000
405,30,0,28,11,10,0.9800000000000003,45000
406,30,0,13,10,13,0.9800000000000003,45000
407,30,0,28,11,10,0.9800000000000003,45000
408,30,0,13,14,14,0.9800000000000003,45000
409,30,0,16,6,11,0.9800000000000003,45000
410,30,0,13,10,13,0.9800000000000003,45000
411,30,0,16,6,11,0.9800000000000003,45000
412,30,0,28,11,10,0.9800000000000003,45000
413,30,0,13,14,14,0.9800000000000003,45000
414,30,0,13,10,13,0.9800000000000003,45000
415,30,0,28,11,10,0.9800000000000003,45000
416,30,0,28,11,10,0.9800000000000003,45000
417,30,0,28,11,10,0.9800000000000003,45000
418,30,0,28,11,10,0.9800000000000003,45000
419,30,0,28,11,10,0.9800000000000003,45000
420,30,0,13,10,13,0.9800000000000003,45000
421,30,0,28,11,10,0.9800000000000003,45000
422,31,0,16,12,16,0.6,45000
423,31,0,27,10,10,0.6,45000
424,31,0,16,12,16,0.6,45000
425,31,0,12,8,7,0.6,45000
426,31,0,27,10,10,0.6,45000
427,31,0,12,8,7,0.6,45000
428,31,0,12,8,7,0.6,45000
429,31,0,12,8,7,0.6,45000
430,31,0,27,10,10,0.6,45000
431,31,0,12,8,7,0.6,45000
432,31,0,12,8,7,0.6,45000
433,31,0,16,12,16,0.6,45000
434,31,0,16,12,16,0.6,45000
435,31,0,12,8,7,0.6,45000
436,32,0,13,5,13,0.66,45000
437,32,0,13,5,13,0.66,45000
438,32,0,25,9,8,0.66,45000
439,32,0,28,15,10,0.66,45000
440,32,0,13,5,13,0.66,45000
441,32,0,25,9,8,0.66,45000
442,32,0,25,9,8,0.66,45000
443,32,0,12,14,10,0.66,45000
444,32,0,28,15,10,0.66,45000
445,32,0,28,15,10,0.66,45000
446,32,0,12,14,10,0.66,45000
447,32,0,13,5,13,0.66,45000
448,32,0,25,9,8,0.66,45000
449,32,0,25,9,8,0.66,45000
450,33,0,33,14,18,0.9700000000000003,45000
451,33,0,33,14,18,0.9700000000000003,45000
452,33,0,33,14,18,0.9700000000000003,45000
453,33,0,33,14,18,0.9700000000000003,45000
454,33,0,33,14,18,0.9700000000000003,45000
455,34,0,22,9,9,0.8400000000000002,45000
456,34,0,24,15,12,0.8400000000000002,45000
457,34,0,24,15,12,0.8400000000000002,45000
458,34,0,24,8,12,0.8400000000000002,45000
459,34,0,28,8,15,0.8400000000000002,45000
460,34,0,24,15,12,0.8400000000000002,45000
461,34,0,22,9,9,0.8400000000000002,45000
462,34,0,22,9,9,0.8400000000000002,45000
463,34,0,28,8,15,0.8400000000000002,45000
464,34,0,22,9,9,0.8400000000000002,45000
465,34,0,24,8,12,0.8400000000000002,45000
466,34,0,24,8,12,0.8400000000000002,45000
467,34,0,28,8,15,0.8400000000000002,45000
468,35,0,19,14,12,0.6900000000000001,45000
469,35,0,29,10,11,0.6900000000000001,45000
470,35,0,19,14,12,0.6900000000000001,45000
471,35,0,19,14,12,0.6900000000000001,45000
472,35,0,29,10,11,0.6900000000000001,45000
473,35,0,19,14,12,0.6900000000000001,45000
474,35,0,33,12,18,0.6900000000000001,45000
475,35,0,29,10,11,0.6900000000000001,45000
476,36,0,24,9,18,0.7300000000000001,45000
477,36,0,24,9,18,0.7300000000000001,45000
478,36,0,35,15,7,0.7300000000000001,45000
479,36,0,35,15,7,0.7300000000000001,45000
480,36,0,24,9,18,0.7300000000000001,45000
481,36,0,24,9,18,0.7300000000000001,45000
482,36,0,35,15,7,0.7300000000000001,45000
483,36,0,35,15,7,0.7300000000000001,45000
484,37,0,15,10,10,0.8900000000000002,45000
485,37,0,15,10,10,0.8900000000000002,45000
486,37,0,15,10,10,0.8900000000000002,45000
487,37,0,15,10,10,0.8900000000000002,45000
488,37,0,15,10,10,0.8900000000000002,45000
489,37,0,15,10,10,0.8900000000000002,45000
490,37,0,15,10,10,0.8900000000000002,45000
491,37,0,15,10,10,0.8900000000000002,45000
492,37,0,15,10,10,0.8900000000000002,45000
493,37,0,15,10,10,0.8900000000000002,45000
494,37,0,15,10,10,0.8900000000000002,45000
495,37,0,15,10,10,0.8900000000000002,45000
496,37,0,15,10,10,0.8900000000000002,45000
497,37,0,15,10,10,0.8900000000000002,45000
498,37,0,15,10,10,0.8900000000000002,45000
499,37,0,15,10,10,0.8900000000000002,45000
500,37,0,15,10,10,0.8900000000000002,45000
501,37,0,15,10,10,0.8900000000000002,45000
502,37,0,15,10,10,0.8900000000000002,45000
503,37,0,17,15,10,0.8900000000000002,45000
504,37,0,17,15,10,0.8900000000000002,45000
505,37,0,17,15,10,0.8900000000000002,45000
506,37,0,17,15,10,0.8900000000000002,45000
507,38,0,14,6,11,0.9500000000000003,45000
508,38,0,26,7,16,0.9500000000000003,45000
509,38,0,26,7,16,0.9500000000000003,45000
510,38,0,27,8,9,0.9500000000000003,45000
511,38,0,26,7,16,0.9500000000000003,45000
512,38,0,14,6,11,0.9500000000000003,45000
513,38,0,26,7,16,0.9500000000000003,45000
514,38,0,27,8,9,0.9500000000000003,45000
515,38,0,14,6,11,0.9500000000000003,45000
516,38,0,14,6,11,0.9500000000000003,45000
517,38,0,14,6,11,0.9500000000000003,45000
518,38,0,26,7,16,0.9500000000000003,45000
519,38,0,14,6,11,0.9500000000000003,45000
520,38,0,26,7,16,0.9500000000000003,45000
521,38,0,14,6,11,0.9500000000000003,45000
522,38,0,27,8,9,0.9500000000000003,45000
523,38,0,14,6,11,0.9500000000000003,45000
524,38,0,14,6,11,0.9500000000000003,45000
525,38,0,27,8,9,0.9500000000000003,45000
526,38,0,27,8,9,0.9500000000000003,45000
527,38,0,26,7,16,0.9500000000000003,45000
528,38,0,26,7,16,0.9500000000000003,45000
529,38,0,14,6,11,0.9500000000000003,45000
530,39,0,12,13,17,0.6,45000
531,39,0,27,7,12,0.6,45000
532,39,0,27,7,12,0.6,45000
533,39,0,12,13,17,0.6,45000
534,39,0,12,13,17,0.6,45000
535,39,0,27,7,12,0.6,45000
536,39,0,27,7,12,0.6,45000
537,39,0,18,9,8,0.6,45000
538,39,0,18,9,8,0.6,45000
539,39,0,12,13,17,0.6,45000
540,39,0,27,7,12,0.6,45000
541,39,0,27,7,12,0.6,45000
542,40,0,27,15,18,0.9600000000000003,45000
543,40,0,27,15,18,0.9600000000000003,45000
544,40,0,27,15,18,0.9600000000000003,45000
545,40,0,27,15,18,0.9600000000000003,45000
546,40,0,27,15,18,0.9600000000000003,45000
547,41,0,29,7,10,0.7600000000000001,45000
548,41,0,36,8,18,0.7600000000000001,45000
549,41,0,29,7,10,0.7600000000000001,45000
550,41,0,36,8,18,0.7600000000000001,45000
551,41,0,36,8,18,0.7600000000000001,45000
552,41,0,36,8,18,0.7600000000000001,45000
553,41,0,29,7,10,0.7600000000000001,45000
554,41,0,36,8,18,0.7600000000000001,45000
555,42,0,25,12,15,0.7000000000000001,45000
556,42,0,24,6,12,0.7000000000000001,45000
557,42,0,25,12,15,0.7000000000000001,45000
558,42,0,25,12,15,0.7000000000000001,45000
559,42,0,24,6,12,0.7000000000000001,45000
560,42,0,25,12,15,0.7000000000000001,45000
561,42,0,24,6,12,0.7000000000000001,45000
562,42,0,24,6,12,0.7000000000000001,45000
563,42,0,24,6,12,0.7000000000000001,45000
564,42,0,25,12,15,0.7000000000000001,45000
565,43,0,29,11,7,0.7700000000000001,45000
566,43,0,25,10,8,0.7700000000000001,45000
567,43,0,35,11,16,0.7700000000000001,45000
568,43,0,29,11,7,0.7700000000000001,45000
569,43,0,35,11,16,0.7700000000000001,45000
570,43,0,35,11,16,0.7700000000000001,45000
571,43,0,25,10,8,0.7700000000000001,45000
572,43,0,29,11,7,0.7700000000000001,45000
573,43,0,29,11,7,0.7700000000000001,45000
574,44,0,29,10,7,0.8000000000000002,45000
575,44,0,23,8,17,0.8000000000000002,45000
576,44,0,23,8,17,0.8000000000000002,45000
577,44,0,23,8,17,0.8000000000000002,45000
578,44,0,29,10,7,0.8000000000000002,45000
579,44,0,29,10,7,0.8000000000000002,45000
580,44,0,29,10,7,0.8000000000000002,45000
581,44,0,23,8,17,0.8000000000000002,45000
582,44,0,29,10,7,0.8000000000000002,45000
583,44,0,23,8,17,0.8000000000000002,45000
584,44,0,23,8,17,0.8000000000000002,45000
585,44,0,29,10,7,0.8000000000000002,45000
586,44,0,29,10,7,0.8000000000000002,45000
587,45,0,31,6,12,0.62,45000
588,45,0,34,6,18,0.62,45000
589,45,0,21,15,16,0.62,45000
590,45,0,31,6,12,0.62,45000
591,45,0,34,6,18,0.62,45000
592,45,0,34,6,18,0.62,45000
593,45,0,34,6,18,0.62,45000
594,46,0,18,10,17,0.9300000000000003,45000
595,46,0,18,10,17,0.9300000000000003,45000
596,46,0,18,10,17,0.9300000000000003,45000
597,46,0,29,15,6,0.9300000000000003,45000
598,46,0,35,5,9,0.9300000000000003,45000
599,46,0,29,15,6,0.9300000000000003,45000
600,46,0,18,10,17,0.9300000000000003,45000
601,46,0,35,5,9,0.9300000000000003,45000
602,46,0,18,10,17,0.9300000000000003,45000
